coefficient_name:S20	estimate:f8	standard_error:f8	sub_model_id:i2	t_statistic:f8
CPOwater	-0.072155103	0.492491275	11	-0.146510422
CPRaft90	0.888916969	0.207773194	11	4.278304577
CPRam0_HBRam0	0.019601829	0.018708441	11	1.047753215
CPRam1g_HBRam1g	-0.001322077	0.004195326	11	-0.315130889
CPRbef15	0.328360409	0.22607328	11	1.452451229
CPRKfrgn_KBRfrgn	0.042567406	0.008307613	11	5.123903275
CPRKfrgn_KBRnoFrgn	-0.006090716	0.00403576	11	-1.509186864
CPRKmidAge_KBRmidAge	-0.001104491	0.004413208	11	-0.250269383
CPRKold_KBRold	0.023480041	0.011144743	11	2.106826544
CPRKyng_KBRyng	0.003641055	0.004198257	11	0.867277801
CREdensEmp	-0.002804653	0.006878599	11	-0.407736182
CRRdensPop	-0.001632294	0.007076598	11	-0.230660766
ctdtco_HBRcar0	-0.008409069	0.001533479	11	-5.483654499
ctdtco_HBRcar1g	0.00063353	0.00050267	11	1.260330915
ctdvpo_HBRcar0	-0.001494672	0.006308623	11	-0.2369252
ctdvpo_HBRcar1g	0.000240109	0.001935112	11	0.124080323
descartes_chlcm	1	0	11	1000
HBRsmeDept	2.825038671	0.041290671	11	68.41832733
la_defense_chlcm	1	0	11	1000
le_bourget_chlcm	1	0	11	1000
paris_pole_chlcm	1	0	11	1000
pleyel_chlcm	1	0	11	1000
roissy_chlcm	1	0	11	1000
saclay_chlcm	1	0	11	1000
val_de_france_gonesse_chlcm	1	0	11	1000
biotech_chlcm	1	0	12	1000
CBAnwCty	0.063204296	0.027228616	12	2.321245193
CBAparis	-0.412890673	0.052490812	12	-7.865961075
CBAPC	-0.044131324	0.020392166	12	-2.164131165
CDGart	-0.006738048	0.004386747	12	-1.536000967
CDGhighw	-1.57E-05	0.003124655	12	-0.005011315
CLCrPriceF	-0.080453336	0.06416931	12	-1.253766537
CLCrPriceF_HRRinc	3.281155348	0.109361768	12	30.00276375
clichy_montfermeil_chlcm	1	0	12	1000
CLRrUnitsF	-0.016197115	0.009243263	12	-1.75231576
CNGsubwSP_HBRcar0	0.026720231	0.002121626	12	12.59422207
CNGsubwSP_HBRcar1g	-0.002945592	0.001921254	12	-1.533161044
CNGtrainSt_HBRcar0	-0.012282329	0.004535373	12	-2.708118677
CNGtrainSt_HBRcar1g	0.01692657	0.003475806	12	4.869825363
confluence_chlcm	1	0	12	1000
CPBhghInc_HBRhghInc	0.032314431	0.001366615	12	23.64559364
CPBlowInc_HBRlowInc	0.0166215	0.001716742	12	9.682003021
CPBMedInc_HBRmedInc	0.02778923	0.002293339	12	12.1173687
CPInoise	-0.118960418	0.078394026	12	-1.517467856
CPOforest	-0.008107868	0.0540164	12	-0.150100112
CPOpark	-0.206554681	0.135083109	12	-1.529093385
CPOwater	0.424465716	0.172786385	12	2.456592321
CPRaft90	0.578393877	0.113064922	12	5.115590572
CPRam0_HBRam0	0.041743528	0.005855863	12	7.128500938
CPRam1g_HBRam1g	0.004658134	0.002009917	12	2.317575455
CPRbef15	0.262091756	0.06742698	12	3.88704586
CPRKfrgn_KBRfrgn	0.045703541	0.002119659	12	21.56174088
CPRKfrgn_KBRnoFrgn	-0.024312766	0.001507033	12	-16.13286591
CPRKmidAge_KBRmidAge	-0.014180863	0.002154097	12	-6.583206177
CPRKold_KBRold	0.008441203	0.005389389	12	1.566263556
CPRKyng_KBRyng	0.007757371	0.00188611	12	4.112894058
CREdensEmp	-0.003227616	0.000997247	12	-3.236526251
CRRdensPop	0.007543053	0.001394615	12	5.408699036
ctdtco_HBRcar0	-0.010016127	0.000833032	12	-12.02369404
ctdtco_HBRcar1g	0.003324291	0.000516266	12	6.43911171
ctdvpo_HBRcar0	-0.000441554	0.001455681	12	-0.303331643
ctdvpo_HBRcar1g	0.000785274	0.000881313	12	0.891027808
descartes_chlcm	1	0	12	1000
HBRsmeDept	2.494016886	0.012675432	12	196.7599182
la_defense_chlcm	1	0	12	1000
le_bourget_chlcm	1	0	12	1000
paris_pole_chlcm	1	0	12	1000
pleyel_chlcm	1	0	12	1000
roissy_chlcm	1	0	12	1000
saclay_chlcm	1	0	12	1000
val_de_france_gonesse_chlcm	1	0	12	1000
biotech_chlcm	1	0	13	1000
CBAnwCty	-0.054237746	0.036091659	13	-1.502777815
CBAparis	-1.277817369	0.263873786	13	-4.842532635
CBAPC	-0.423802555	0.037364256	13	-11.34245968
CDGart	0.00158674	0.004571217	13	0.347115427
CDGhighw	-0.004280153	0.003017606	13	-1.418393612
CLCsPriceH	-0.375282317	0.108255491	13	-3.466635466
CLCsPriceH_HRRinc	2.590125799	0.222077847	13	11.66314316
clichy_montfermeil_chlcm	1	0	13	1000
CLRsUnitsH	0.039938517	0.016433222	13	2.430352211
CNGsubwSP_HBRcar0	0.067068078	0.03957355	13	1.694770336
CNGsubwSP_HBRcar1g	0.012193956	0.010377805	13	1.175003409
CNGtrainSt_HBRcar0	0.024168052	0.065542631	13	0.368737906
CNGtrainSt_HBRcar1g	-0.000887672	0.008234192	13	-0.107803203
confluence_chlcm	1	0	13	1000
CPBhghInc_HBRhghInc	0.027158618	0.001602067	13	16.95223045
CPBlowInc_HBRlowInc	0.013485703	0.005135296	13	2.62608099
CPBMedInc_HBRmedInc	0.057903059	0.00347902	13	16.64349747
CPInoise	-0.118400298	0.120323636	13	-0.984015286
CPOforest	0.155582324	0.069038831	13	2.253548145
CPOpark	-0.029953742	0.245288193	13	-0.122116528
CPOwater	0.783844054	0.318269074	13	2.462834597
CPRaft90	1.093168616	0.12630941	13	8.654688835
CPRam0_HBRam0	0.038341716	0.02313469	13	1.657325745
CPRam1g_HBRam1g	0.00157651	0.00302722	13	0.520778358
CPRbef15	0.363227814	0.16120559	13	2.253196239
CPRKfrgn_KBRfrgn	0.068309367	0.005812396	13	11.75235939
CPRKfrgn_KBRnoFrgn	-0.004534492	0.002811613	13	-1.612772822
CPRKmidAge_KBRmidAge	-0.027008705	0.002841232	13	-9.50598526
CPRKold_KBRold	0.053313769	0.011044918	13	4.82699585
CPRKyng_KBRyng	0.002763416	0.003203174	13	0.862712026
CREdensEmp	0.002422417	0.008882321	13	0.272723436
CRRdensPop	0.0243901	0.006254795	13	3.899424076
ctdtco_HBRcar0	-0.014478606	0.00365798	13	-3.95808816
ctdtco_HBRcar1g	0.000212087	0.000374054	13	0.56699574
ctdvpo_HBRcar0	-0.005959916	0.01035698	13	-0.575449228
ctdvpo_HBRcar1g	0.000747207	0.001216597	13	0.614177823
descartes_chlcm	1	0	13	1000
HBRsmeDept	2.863422394	0.026283398	13	108.9441452
la_defense_chlcm	1	0	13	1000
le_bourget_chlcm	1	0	13	1000
paris_pole_chlcm	1	0	13	1000
pleyel_chlcm	1	0	13	1000
roissy_chlcm	1	0	13	1000
saclay_chlcm	1	0	13	1000
val_de_france_gonesse_chlcm	1	0	13	1000
biotech_chlcm	1	0	14	1000
CBAnwCty	-0.101295009	0.081792787	14	-1.238434553
CBAparis	-0.810391128	0.138870418	14	-5.83559227
CBAPC	-0.069771573	0.054731913	14	-1.274787784
CDGart	-0.017122643	0.01325789	14	-1.291505933
CDGhighw	-0.045191158	0.012037775	14	-3.754112244
CLCsPriceF	-0.989014685	0.150459498	14	-6.573295116
CLCsPriceF_HRRinc	3.575598717	0.226384848	14	15.79433727
clichy_montfermeil_chlcm	1	0	14	1000
CLRsUnitsF	0.053501196	0.025751963	14	2.077558041
CNGsubwSP_HBRcar0	0.042559385	0.008030847	14	5.299489021
CNGsubwSP_HBRcar1g	0.002460049	0.005217942	14	0.471459538
CNGtrainSt_HBRcar0	-0.073582634	0.02156614	14	-3.411952019
CNGtrainSt_HBRcar1g	0.005777428	0.008248825	14	0.700394094
confluence_chlcm	1	0	14	1000
CPBhghInc_HBRhghInc	0.019264176	0.003183376	14	6.051493645
CPBlowInc_HBRlowInc	0.014000498	0.008454968	14	1.655890107
CPBMedInc_HBRmedInc	0.052562144	0.0075204	14	6.989275455
CPInoise	-0.064229116	0.23873958	14	-0.269034207
CPOforest	0.65848887	0.150263295	14	4.38223362
CPOpark	0.331402838	0.368436307	14	0.899484754
CPOwater	0.920231223	0.542122781	14	1.697459102
CPRaft90	1.401937485	0.329964459	14	4.248753071
CPRam0_HBRam0	0.069807462	0.031084154	14	2.245757103
CPRam1g_HBRam1g	-0.000830928	0.006226506	14	-0.133450076
CPRbef15	0.080977187	0.176985651	14	0.457535326
CPRKfrgn_KBRfrgn	0.062250562	0.007629056	14	8.159667015
CPRKfrgn_KBRnoFrgn	-0.019337526	0.00468032	14	-4.131667614
CPRKmidAge_KBRmidAge	-0.009498509	0.00585832	14	-1.621370673
CPRKold_KBRold	0.035601508	0.013629731	14	2.612047672
CPRKyng_KBRyng	-0.016046211	0.005710929	14	-2.809737682
CREdensEmp	0.010988463	0.002353224	14	4.669535637
CRRdensPop	0.01280346	0.003515697	14	3.641798735
ctdtco_HBRcar0	-0.047791075	0.007512851	14	-6.361243248
ctdtco_HBRcar1g	0.004622487	0.002057867	14	2.246251106
ctdvpo_HBRcar0	0.004998551	0.008248691	14	0.605981052
ctdvpo_HBRcar1g	-0.005093308	0.00261451	14	-1.948092937
descartes_chlcm	1	0	14	1000
HBRsmeDept	2.434520483	0.033296984	14	73.11534882
la_defense_chlcm	1	0	14	1000
le_bourget_chlcm	1	0	14	1000
paris_pole_chlcm	1	0	14	1000
pleyel_chlcm	1	0	14	1000
roissy_chlcm	1	0	14	1000
saclay_chlcm	1	0	14	1000
val_de_france_gonesse_chlcm	1	0	14	1000
biotech_chlcm	1	0	15	1000
CBAnwCty	-0.067323424	0.057773087	15	-1.16530776
CBAparis	-0.528227091	0.319835007	15	-1.65156126
CBAPC	-0.379296988	0.062105242	15	-6.107326508
CDGart	-0.004569495	0.007001664	15	-0.652629852
CDGhighw	-0.000557809	0.004300747	15	-0.129700452
CLCrPriceH	0.598861396	0.229408637	15	2.610457182
CLCrPriceH_HRRinc	0.531977773	0.353834063	15	1.503466845
clichy_montfermeil_chlcm	1	0	15	1000
CLRrUnitsH	-0.00915627	0.023886127	15	-0.383330017
CNGsubwSP_HBRcar0	0.045103531	0.019118382	15	2.359170914
CNGsubwSP_HBRcar1g	-0.021172917	0.013573333	15	-1.559890747
CNGtrainSt_HBRcar0	0.01867339	0.043911785	15	0.425247818
CNGtrainSt_HBRcar1g	-0.029041799	0.012657576	15	-2.294420242
confluence_chlcm	1	0	15	1000
CPBhghInc_HBRhghInc	0.029914565	0.002359902	15	12.67618942
CPBlowInc_HBRlowInc	0.022221923	0.005434575	15	4.088990211
CPBMedInc_HBRmedInc	0.016741272	0.004656576	15	3.595189095
CPInoise	-0.096312724	0.206641674	15	-0.466085672
CPOforest	-0.095604979	0.102868609	15	-0.929389238
CPOpark	-0.002454224	0.371745467	15	-0.006601894
CPOwater	-0.055901237	0.486522913	15	-0.114899494
CPRaft90	0.755835652	0.195968449	15	3.856925249
CPRam0_HBRam0	0.027283853	0.021398449	15	1.275038838
CPRam1g_HBRam1g	0.00310676	0.004300965	15	0.722340345
CPRbef15	-0.443468958	0.236017138	15	-1.878969312
CPRKfrgn_KBRfrgn	0.045227848	0.008106606	15	5.579134941
CPRKfrgn_KBRnoFrgn	-0.007133897	0.004188466	15	-1.703224421
CPRKmidAge_KBRmidAge	-0.0189135	0.004212976	15	-4.489345074
CPRKold_KBRold	0.015981134	0.013856478	15	1.153333068
CPRKyng_KBRyng	0.003343272	0.004511023	15	0.741133809
CREdensEmp	-0.016223114	0.00641054	15	-2.530694008
CRRdensPop	-0.008688192	0.007454749	15	-1.165457368
ctdtco_HBRcar0	-0.018162766	0.002616704	15	-6.941084385
ctdtco_HBRcar1g	0.000161573	0.000558739	15	0.289174855
ctdvpo_HBRcar0	0.000185625	0.007879766	15	0.02355719
ctdvpo_HBRcar1g	-0.000533179	0.001934594	15	-0.27560252
descartes_chlcm	1	0	15	1000
HBRsmeDept	2.75301528	0.043416183	15	63.40988541
la_defense_chlcm	1	0	15	1000
le_bourget_chlcm	1	0	15	1000
paris_pole_chlcm	1	0	15	1000
pleyel_chlcm	1	0	15	1000
roissy_chlcm	1	0	15	1000
saclay_chlcm	1	0	15	1000
val_de_france_gonesse_chlcm	1	0	15	1000
biotech_chlcm	1	0	16	1000
CBAnwCty	0.081084155	0.035889614	16	2.259265184
CBAparis	-0.524162829	0.070791587	16	-7.40430975
CBAPC	-0.040090654	0.02637993	16	-1.519740701
CDGart	-0.009523155	0.005826802	16	-1.634370685
CDGhighw	0.001469136	0.004135472	16	0.355252296
CLCrPriceF	-0.305837244	0.086701192	16	-3.527486086
CLCrPriceF_HRRinc	3.60654664	0.147350818	16	24.47591782
clichy_montfermeil_chlcm	1	0	16	1000
CLRrUnitsF	-0.012398806	0.012386971	16	-1.000955462
CNGsubwSP_HBRcar0	0.024006886	0.002966435	16	8.092840195
CNGsubwSP_HBRcar1g	0.000716663	0.002555768	16	0.2804102
CNGtrainSt_HBRcar0	-0.008644071	0.006552267	16	-1.319249034
CNGtrainSt_HBRcar1g	0.02184833	0.004477239	16	4.8798666
confluence_chlcm	1	0	16	1000
CPBhghInc_HBRhghInc	0.039238632	0.001720521	16	22.8062439
CPBlowInc_HBRlowInc	0.019526772	0.002364658	16	8.257758141
CPBMedInc_HBRmedInc	0.026861195	0.003083248	16	8.71198082
CPInoise	0.063258283	0.103822947	16	0.609290004
CPOforest	0.03876245	0.069281176	16	0.559494674
CPOpark	0.038454574	0.175762638	16	0.218786955
CPOwater	0.162198484	0.22792317	16	0.711636662
CPRaft90	0.371729314	0.152896345	16	2.431250572
CPRam0_HBRam0	0.008996313	0.008794877	16	1.022903919
CPRam1g_HBRam1g	0.011573885	0.002782397	16	4.159681797
CPRbef15	0.187732399	0.090042092	16	2.084940434
CPRKfrgn_KBRfrgn	0.047498386	0.002595598	16	18.29959106
CPRKfrgn_KBRnoFrgn	-0.02551163	0.002050114	16	-12.44400597
CPRKmidAge_KBRmidAge	-0.017462661	0.002704808	16	-6.456155777
CPRKold_KBRold	0.009804359	0.007684002	16	1.275944233
CPRKyng_KBRyng	0.002345458	0.0027234	16	0.861224294
CREdensEmp	-0.001709455	0.001359885	16	-1.257058501
CRRdensPop	0.009105127	0.001888823	16	4.820530415
ctdtco_HBRcar0	-0.009054406	0.00121012	16	-7.482237339
ctdtco_HBRcar1g	0.00323891	0.000726319	16	4.459348679
ctdvpo_HBRcar0	0.005573901	0.002016801	16	2.763733387
ctdvpo_HBRcar1g	0.001568865	0.001166411	16	1.345036507
descartes_chlcm	1	0	16	1000
HBRsmeDept	2.577292681	0.016631778	16	154.9619446
la_defense_chlcm	1	0	16	1000
le_bourget_chlcm	1	0	16	1000
paris_pole_chlcm	1	0	16	1000
pleyel_chlcm	1	0	16	1000
roissy_chlcm	1	0	16	1000
saclay_chlcm	1	0	16	1000
val_de_france_gonesse_chlcm	1	0	16	1000
biotech_chlcm	1	0	17	1000
CBAnwCty	-0.126804903	0.062569275	17	-2.026632071
CBAparis	-1.1065768	0.415781409	17	-2.661438942
CBAPC	-0.39465487	0.058678892	17	-6.725670338
CDGartClse	0.012032964	0.016005732	17	0.751790941
CDGartFar	0.008011881	0.012113412	17	0.661405802
CDGhighwClse	-0.022420196	0.015477124	17	-1.4486022
CDGhighwFar	0.006563894	0.005984466	17	1.096822023
CLCsPriceH	-1.104122877	0.191719726	17	-5.759047031
CLCsPriceH_HRRinc	3.384146929	0.344012111	17	9.83728981
clichy_montfermeil_chlcm	1	0	17	1000
CLRsUnitsH	0.053263623	0.026765682	17	1.98999691
CNGsubwSP_HBRcar0	0.062721215	0.043004233	17	1.458489299
CNGsubwSP_HBRcar1g	-0.002265948	0.01586353	17	-0.142840073
CNGtrainSt_HBRcar0	0.147134721	0.087212868	17	1.687075853
CNGtrainSt_HBRcar1g	0.003007752	0.013303259	17	0.226091355
confluence_chlcm	1	0	17	1000
CPBhghInc_HBRhghInc	0.030624395	0.002457301	17	12.46261597
CPBlowInc_HBRlowInc	0.023072101	0.009169883	17	2.516073704
CPBMedInc_HBRmedInc	0.068122596	0.00643717	17	10.5826931
CPInoise	0.061570853	0.199766964	17	0.308213383
CPOforest	0.080409296	0.111633286	17	0.720298588
CPOpark	0.363636732	0.395290077	17	0.919923782
CPOwater	0.761175156	0.538738966	17	1.412883043
CPRaft90	1.199554443	0.207183018	17	5.789829731
CPRam0_HBRam0	0.030109707	0.040819656	17	0.737627685
CPRam1g_HBRam1g	5.70E-05	0.005177986	17	0.010999007
CPRbef15	0.208671525	0.267838925	17	0.779093325
CPRKfrgn_KBRfrgn	0.074475527	0.00812267	17	9.168848991
CPRKfrgn_KBRnoFrgn	-0.000660095	0.00453648	17	-0.14550826
CPRKmidAge_KBRmidAge	-0.031179305	0.004678013	17	-6.665074825
CPRKold_KBRold	0.024528021	0.015057434	17	1.628964186
CPRKyng_KBRyng	-0.004139313	0.006175028	17	-0.670331061
CREdensEmp	-0.003498843	0.013825459	17	-0.25307247
CRRdensPop	0.024356289	0.009891493	17	2.462347031
ctdtco_HBRcar0	-0.018693943	0.005724327	17	-3.265701294
ctdtco_HBRcar1g	0.000561038	0.000631746	17	0.888073981
ctdvpo_HBRcar0	-0.003060566	0.015583872	17	-0.196393192
ctdvpo_HBRcar1g	7.09E-05	0.002091622	17	0.033902999
descartes_chlcm	1	0	17	1000
HBRsmeDept	2.856489897	0.043508381	17	65.65378571
la_defense_chlcm	1	0	17	1000
le_bourget_chlcm	1	0	17	1000
paris_pole_chlcm	1	0	17	1000
pleyel_chlcm	1	0	17	1000
roissy_chlcm	1	0	17	1000
saclay_chlcm	1	0	17	1000
val_de_france_gonesse_chlcm	1	0	17	1000
biotech_chlcm	1	0	18	1000
CBAnwCty	-0.420473069	0.170961127	18	-2.459465981
CBAparis	-0.125579134	0.265531033	18	-0.472935796
CBAPC	0.105014354	0.105559617	18	0.994834542
CDGartClse	0.031399388	0.035210099	18	0.891772211
CDGartFar	0.013328956	0.061327349	18	0.217341125
CDGhighwClse	-0.001244725	0.032954123	18	-0.037771441
CDGhighwFar	-0.062276103	0.03621763	18	-1.719496965
CLCsPriceF	-1.669799328	0.286545753	18	-5.827339172
CLCsPriceF_HRRinc	4.34672308	0.402447492	18	10.80072117
clichy_montfermeil_chlcm	1	0	18	1000
CLRsUnitsF	0.04714106	0.050974425	18	0.92479825
CNGsubwSP_HBRcar0	0.02068113	0.01517915	18	1.362469554
CNGsubwSP_HBRcar1g	-0.010113107	0.009896165	18	-1.021921873
CNGtrainSt_HBRcar0	-0.126551062	0.038092904	18	-3.322168827
CNGtrainSt_HBRcar1g	0.027341081	0.015223673	18	1.795958281
confluence_chlcm	1	0	18	1000
CPBhghInc_HBRhghInc	0.02545803	0.005830857	18	4.366087437
CPBlowInc_HBRlowInc	0.014298301	0.01569506	18	0.91100651
CPBMedInc_HBRmedInc	0.038699742	0.015662275	18	2.470888853
CPInoise	0.09693338	0.47255078	18	0.205127969
CPOforest	0.424491435	0.297603846	18	1.426364064
CPOpark	0.163611591	0.694285214	18	0.235654727
CPOwater	1.385131359	1.045589447	18	1.32473731
CPRaft90	0.858739674	0.695132732	18	1.235360742
CPRam0_HBRam0	0.089122243	0.052407917	18	1.700549245
CPRam1g_HBRam1g	0.016490215	0.012303828	18	1.340250731
CPRbef15	-0.132336497	0.33797127	18	-0.391561389
CPRKfrgn_KBRfrgn	0.04211707	0.010812245	18	3.895312071
CPRKfrgn_KBRnoFrgn	-0.021146826	0.009340809	18	-2.263918161
CPRKmidAge_KBRmidAge	-0.005080754	0.011994148	18	-0.42360276
CPRKold_KBRold	-0.033382446	0.026851004	18	-1.243247628
CPRKyng_KBRyng	-0.044862676	0.012613751	18	-3.556648254
CREdensEmp	0.005236426	0.004451603	18	1.17630136
CRRdensPop	0.010837916	0.006908179	18	1.568852901
ctdtco_HBRcar0	-0.009433335	0.008492051	18	-1.110842943
ctdtco_HBRcar1g	0.008671492	0.004049646	18	2.141296387
ctdvpo_HBRcar0	-0.006791289	0.013463993	18	-0.50440377
ctdvpo_HBRcar1g	-0.001293014	0.005439249	18	-0.237719163
descartes_chlcm	1	0	18	1000
HBRsmeDept	2.270243168	0.060002957	18	37.8355217
la_defense_chlcm	1	0	18	1000
le_bourget_chlcm	1	0	18	1000
paris_pole_chlcm	1	0	18	1000
pleyel_chlcm	1	0	18	1000
roissy_chlcm	1	0	18	1000
saclay_chlcm	1	0	18	1000
val_de_france_gonesse_chlcm	1	0	18	1000
biotech_chlcm	1	0	19	1000
CBAnwCty	-0.135947332	0.08535251	19	-1.592774868
CBAparis	-1.289100766	0.485420525	19	-2.655637026
CBAPC	-0.29952389	0.092824332	19	-3.226782084
CDGartClse	0.021468878	0.023861462	19	0.899730206
CDGartFar	-0.047183331	0.019918954	19	-2.368765593
CDGhighwClse	0.019474717	0.022861402	19	0.851860106
CDGhighwFar	0.001223644	0.008066899	19	0.151686996
CLCrPriceH	0.349749386	0.372545987	19	0.93880862
CLCrPriceH_HRRinc	1.40352881	0.539974451	19	2.599250317
clichy_montfermeil_chlcm	1	0	19	1000
CLRrUnitsH	-0.002505867	0.036604837	19	-0.068457276
CNGsubwSP_HBRcar0	0.117434762	0.026588019	19	4.416830063
CNGsubwSP_HBRcar1g	0.017308746	0.019970734	19	0.866705537
CNGtrainSt_HBRcar0	0.052700173	0.053471148	19	0.985581458
CNGtrainSt_HBRcar1g	0.004035069	0.018839952	19	0.214176193
confluence_chlcm	1	0	19	1000
CPBhghInc_HBRhghInc	0.028181301	0.003549852	19	7.938725472
CPBlowInc_HBRlowInc	0.00749623	0.008598247	19	0.87183243
CPBMedInc_HBRmedInc	0.030132147	0.007818376	19	3.854016304
CPInoise	-0.246733114	0.365239143	19	-0.67553854
CPOforest	-0.012143377	0.160268098	19	-0.075769149
CPOpark	0.292802423	0.565561295	19	0.517720044
CPOwater	0.681889355	0.751808763	19	0.906998396
CPRaft90	1.256325603	0.272781342	19	4.605614185
CPRam0_HBRam0	0.020570435	0.031040855	19	0.66268903
CPRam1_HBRam1	0.012216221	0.009616827	19	1.270296454
CPRam2g_HBRam2g	0.012349652	0.005546089	19	2.226731777
CPRbef15	-0.156477332	0.377615273	19	-0.414382964
CPRKfrgn_KBRfrgn	0.053874176	0.011563363	19	4.659040451
CPRKfrgn_KBRnoFrgn	-0.022271827	0.006498101	19	-3.427436113
CPRKmidAge_KBRmidAge	-0.025245985	0.005833887	19	-4.32747221
CPRKold_KBRold	0.03459695	0.016985839	19	2.036811352
CPRKyng_KBRyng	-0.006497169	0.007445783	19	-0.872597218
CREdensEmp	-0.032549173	0.015324363	19	-2.124014854
CRRdensPop	0.010433343	0.01366542	19	0.763485014
ctdtco_HBRcar0	-0.003546184	0.002884546	19	-1.229373455
ctdtco_HBRcar1g	0.000836767	0.000880792	19	0.950016797
ctdvpo_HBRcar0	-0.036792785	0.011840095	19	-3.10747385
ctdvpo_HBRcar1g	0.000924625	0.003033041	19	0.304850787
descartes_chlcm	1	0	19	1000
HBRsmeDept	2.839685678	0.06772618	19	41.92892075
la_defense_chlcm	1	0	19	1000
le_bourget_chlcm	1	0	19	1000
paris_pole_chlcm	1	0	19	1000
pleyel_chlcm	1	0	19	1000
roissy_chlcm	1	0	19	1000
saclay_chlcm	1	0	19	1000
val_de_france_gonesse_chlcm	1	0	19	1000
biotech_chlcm	1	0	20	1000
CBAnwCty	0.13971442	0.054479353	20	2.564538956
CBAparis	-0.523942053	0.117210381	20	-4.470099449
CBAPC	-0.099207349	0.042419627	20	-2.338713408
CDGartClse	0.028109707	0.014505717	20	1.937836409
CDGartFar	0.026690165	0.019242739	20	1.387025237
CDGhighwClse	0.013919759	0.013462841	20	1.033939242
CDGhighwFar	0.021521896	0.009316174	20	2.31016469
CLCrPriceF	-0.494670808	0.145701215	20	-3.39510417
CLCrPriceF_HRRinc	4.097412109	0.248513699	20	16.4876709
clichy_montfermeil_chlcm	1	0	20	1000
CLRrUnitsF	0.074123316	0.021568382	20	3.436665535
CNGsubwSP_HBRcar0	0.004918466	0.004919288	20	0.999833047
CNGsubwSP_HBRcar1g	0.000436257	0.004291623	20	0.101653107
CNGtrainSt_HBRcar0	-0.043989159	0.010762986	20	-4.087077618
CNGtrainSt_HBRcar1g	0.011506779	0.007285372	20	1.579436064
confluence_chlcm	1	0	20	1000
CPBhghInc_HBRhghInc	0.042299427	0.002758326	20	15.33518028
CPBlowInc_HBRlowInc	0.015903179	0.004041221	20	3.935240507
CPBMedInc_HBRmedInc	0.03921495	0.005326634	20	7.36205101
CPInoise	-0.13097474	0.171242759	20	-0.764848351
CPOforest	0.179134354	0.115532093	20	1.550516009
CPOpark	0.118893482	0.278792292	20	0.426458985
CPOwater	0.05734019	0.364358723	20	0.157372907
CPRaft90	0.2571356	0.252752602	20	1.017341018
CPRam0_HBRam0	0.021743217	0.014946025	20	1.454782605
CPRam1_HBRam1	-0.020557052	0.006046021	20	-3.400095701
CPRam2g_HBRam2g	0.012085191	0.003658735	20	3.303106308
CPRbef15	0.136042431	0.15305981	20	0.888818741
CPRKfrgn_KBRfrgn	0.040127888	0.00351185	20	11.42642498
CPRKfrgn_KBRnoFrgn	-0.01720899	0.003195987	20	-5.384561539
CPRKmidAge_KBRmidAge	-0.018618673	0.004302001	20	-4.327910423
CPRKold_KBRold	0.00418271	0.010739068	20	0.389485419
CPRKyng_KBRyng	-0.000774759	0.005152058	20	-0.150378585
CREdensEmp	0.000191739	0.002217097	20	0.08648213
CRRdensPop	0.010666206	0.003154397	20	3.38137722
ctdtco_HBRcar0	-0.008393992	0.001812952	20	-4.630013943
ctdtco_HBRcar1g	0.002569315	0.001246939	20	2.060498714
ctdvpo_HBRcar0	0.005714126	0.002964288	20	1.927655816
ctdvpo_HBRcar1g	0.001639193	0.00197778	20	0.828804851
descartes_chlcm	1	0	20	1000
HBRsmeDept	2.726813793	0.026380097	20	103.3663254
la_defense_chlcm	1	0	20	1000
le_bourget_chlcm	1	0	20	1000
paris_pole_chlcm	1	0	20	1000
pleyel_chlcm	1	0	20	1000
roissy_chlcm	1	0	20	1000
saclay_chlcm	1	0	20	1000
val_de_france_gonesse_chlcm	1	0	20	1000
biotech_chlcm	1	0	21	1000
CBAnwCty	-0.006323769	0.102214508	21	-0.061867628
CBAparis	-0.434431016	0.504817247	21	-0.860570848
CBAPC	-0.364055961	0.086277455	21	-4.219595432
CDGartClse	-0.007919515	0.0277011	21	-0.285891682
CDGartFar	-0.009221215	0.022937816	21	-0.402009279
CDGhighwClse	0.003870582	0.025807593	21	0.149978429
CDGhighwFar	0.002774674	0.010436551	21	0.265861154
CLCrPriceF	-0.903964996	0.285566151	21	-3.165518761
CLCrPriceF_HRRinc	3.936877251	0.536195159	21	7.342247009
clichy_montfermeil_chlcm	1	0	21	1000
CLRrUnitsF	0.090421364	0.043478657	21	2.079672337
CNGsubwSP_HBRcar0	0.027760917	0.073615484	21	0.377107054
CNGsubwSP_HBRcar1g	-0.026892178	0.019237986	21	-1.397868633
CNGtrainSt_HBRcar0	0.098047778	0.082560286	21	1.187590122
CNGtrainSt_HBRcar1g	-0.011517139	0.020454867	21	-0.563051283
confluence_chlcm	1	0	21	1000
CPBhghInc_HBRhghInc	0.035539236	0.004249621	21	8.362919807
CPBlowInc_HBRlowInc	0.002373909	0.011718227	21	0.202582583
CPBMedInc_HBRmedInc	0.076182686	0.012667268	21	6.014137268
CPInoise	-0.028087527	0.343954355	21	-0.081660621
CPOforest	-0.350162238	0.191097125	21	-1.832378387
CPOpark	-2.610006332	0.594927847	21	-4.387097359
CPOwater	0.327025682	0.875608802	21	0.373483777
CPRaft90	0.640602648	0.337321758	21	1.899084926
CPRam0_HBRam0	0.025879495	0.042457465	21	0.60953933
CPRam1_HBRam1	0.033386458	0.012336509	21	2.706313133
