AreaName,GEO2000,TRCTPOP7,SHR7D,SHRWHT7N,SHRWHT7,SHRBLK7N,SHRBLK7,SHRHSP7N,SHRHSP7,FORBORN7,SHRFOR7,TRCTPOP8,SHR8D,SHRWHT8N,SHRWHT8,SHRBLK8N,SHRBLK8,SHRAMI8N,SHRAPI8N,SHROTH8N,SHRHSP8N,SHRHSP8,FORBORN8,SHRFOR8,TRCTPOP9,SHR9D,SHRWHT9N,SHRWHT9,SHRBLK9N,SHRBLK9,SHRAMI9N,SHRAPI9N,SHROTH9N,SHRHSP9N,SHRHSP9,FORBORN9,SHRFOR9,TRCTPOP0,SHR0D,SHRWHT0N,SHRWHT0,MINWHT0N,MAXWHT0N,SHRBLK0N,SHRBLK0,MINBLK0N,MAXBLK0N,SHRAMI0N,MINAMI0N,MAXAMI0N,SHRASN0N,MINASN0N,MAXASN0N,SHRHIP0N,MINHIP0N,MAXHIP0N,SHRAPI0N,MINAPI0N,MAXAPI0N,SHROTH0N,MINOTH0N,MAXOTH0N,MRAPOP0N,MR1POP0N,MR2POP0N,MR3POP0N,SHRHSP0N,SHRHSP0,MRAHSP0N,FORBORN0,SHRFOR0
53033WA King County,53033024400,2645,2645,2500,0.94518,22,0.008318,40,0.015123,290,0.109641,2055,2055,1843,0.896836,75,0.036496,0,86,51,68,0.03309,223,0.108515,2062,2062,1852,0.898157,0,0,19,178,12,50,0.024248,273,0.132395,2528,2528,2041,0.807358,2031,2058,50,0.019778,41,50,4,4,19,408,390,454,20,18,20,428,408,457,5,5,20,39,2489,34,5,20,0.007911,7,474,0.1875
53033WA King County,53033024500,4733,4733,4592,0.970209,54,0.011409,70,0.01479,155,0.032749,5333,5333,5023,0.941871,3,0.000562,0,307,0,90,0.016876,488,0.091505,4961,4961,4549,0.916952,8,0.001612,6,394,4,55,0.011086,499,0.100584,4790,4790,4073,0.850313,4045,4173,43,0.008977,31,43,35,35,35,626,487,626,2,0,11,628,487,628,11,11,44,181,4609,169,12,65,0.01357,21,620,0.129436
53033WA King County,53033024601,3554,3554,3534,0.994373,1,0.000281,89,0.025042,156,0.043894,4166,4166,3978,0.954872,24,0.00576,0,162,2,31,0.007441,271,0.06505,4119,4119,3771,0.915513,33,0.008011,0,312,4,31,0.007526,433,0.105122,4498,4498,3970,0.882614,3961,4006,18,0.004002,6,42,0,0,8,492,454,503,9,9,10,501,463,508,9,9,22,59,4439,55,4,74,0.016452,0,618,0.137394
53033WA King County,53033024602,2770,2770,2757,0.995307,0,0,70,0.025271,122,0.044043,3666,3666,3502,0.955264,21,0.005728,0,141,2,26,0.007092,236,0.064375,3631,3631,3324,0.91545,29,0.007986,0,275,3,27,0.007435,382,0.105205,3743,3743,3208,0.857067,3195,3283,153,0.040876,115,153,0,0,16,382,263,439,0,0,8,382,263,443,0,0,16,170,3573,159,11,33,0.008816,0,310,0.082821
53033WA King County,53033024701,2575,2575,2459,0.954951,42,0.016311,30,0.01165,192,0.074563,2820,2820,2645,0.937943,48,0.017021,9,102,15,34,0.012056,167,0.059219,3346,3346,3130,0.935445,54,0.016138,2,154,7,82,0.024506,411,0.122833,3495,3495,2819,0.806581,2807,2855,30,0.008584,21,63,9,9,45,599,581,599,1,0,17,600,581,600,37,37,90,40,3455,34,6,69,0.019742,0,617,0.176538
53033WA King County,53033024702,3922,3922,3743,0.95436,63,0.016063,45,0.011474,297,0.075727,4325,4325,4059,0.938497,75,0.017341,14,153,24,51,0.011791,251,0.058034,5098,5098,4477,0.878187,172,0.033738,7,411,31,95,0.018634,393,0.077089,6065,6065,4590,0.756801,4533,4849,203,0.033471,168,203,39,39,84,1131,1019,1131,22,7,57,1153,1026,1153,80,80,96,219,5846,201,18,150,0.024732,57,974,0.160594
53033WA King County,53033024800,4360,4360,4267,0.97867,89,0.020413,88,0.020183,233,0.05344,3963,3963,3667,0.925309,37,0.009336,7,232,21,66,0.016654,363,0.091597,4904,4904,4472,0.911908,64,0.01305,89,248,30,38,0.007748,410,0.083605,5314,5314,4015,0.755551,3981,4099,130,0.024464,100,161,22,15,70,1044,1004,1044,44,40,44,1088,1044,1088,59,59,180,115,5199,105,10,311,0.058525,36,1250,0.235228
53033WA King County,53033024901,1574,1574,1494,0.949174,21,0.013342,12,0.007624,112,0.071156,3796,3796,3506,0.923603,40,0.010537,12,232,7,83,0.021865,319,0.084035,5233,5233,4245,0.811198,110,0.02102,0,834,44,111,0.021211,706,0.134913,5011,5011,3644,0.7272,3589,3690,80,0.015965,41,106,22,22,32,1246,1138,1248,10,8,14,1256,1146,1259,9,9,54,204,4807,175,29,50,0.009978,22,1124,0.224307
53033WA King County,53033024902,1093,1093,1038,0.94968,15,0.013724,8,0.007319,78,0.071363,2637,2637,2436,0.923777,28,0.010618,8,160,6,58,0.021994,221,0.083807,3733,3733,3330,0.892043,13,0.003482,22,368,0,59,0.015804,321,0.085989,3586,3586,2876,0.802008,2841,2963,50,0.013943,34,54,12,9,36,611,562,611,19,15,19,630,577,630,18,18,57,107,3479,99,8,53,0.01478,4,650,0.18126
53033WA King County,53033024903,1600,1600,1519,0.949375,22,0.01375,12,0.0075,114,0.07125,3859,3859,3564,0.923555,41,0.010624,12,234,7,85,0.022026,324,0.083959,5307,5307,4357,0.820991,80,0.015074,27,812,31,71,0.013378,768,0.144714,6649,6649,4552,0.684614,4508,4683,99,0.014889,78,114,7,7,30,1964,1836,1964,0,0,13,1964,1836,1964,27,27,83,193,6456,185,8,41,0.006166,9,1527,0.229659
53033WA King County,53033025001,2692,2692,2576,0.956909,39,0.014487,23,0.008544,222,0.082467,3043,3058,2828,0.924787,78,0.025506,14,133,5,43,0.014061,191,0.062459,4104,4104,3640,0.886939,33,0.00804,26,386,19,52,0.01267,429,0.104532,4789,4789,3757,0.784506,3746,3817,69,0.014408,59,97,7,6,38,910,872,910,2,0,18,912,872,912,44,44,57,62,4727,53,9,127,0.026519,4,963,0.201086
53033WA King County,53033025003,1268,1268,1214,0.957413,18,0.014196,11,0.008675,105,0.082808,1434,1441,1332,0.924358,37,0.025676,7,62,2,20,0.013879,90,0.062456,1865,1865,1708,0.915817,23,0.012332,0,126,9,18,0.009651,194,0.104021,6678,6678,5307,0.794699,5253,5307,47,0.007038,28,136,11,11,21,1274,1097,1303,3,0,15,1277,1097,1308,36,36,86,253,6425,247,6,168,0.025157,0,1034,0.154837
53033WA King County,53033025004,1213,1213,1161,0.957131,18,0.014839,10,0.008244,100,0.08244,1371,1378,1274,0.924528,35,0.025399,6,60,2,19,0.013788,86,0.062409,1784,1784,1633,0.915358,22,0.012331,0,120,8,17,0.009529,185,0.103699,4202,4202,3348,0.796763,3288,3428,18,0.004284,0,59,49,49,49,698,590,719,1,0,17,699,590,727,88,88,88,187,4015,179,8,198,0.04712,37,723,0.172061
53033WA King County,53033025101,2382,2382,2279,0.956759,54,0.02267,28,0.011755,86,0.036104,3206,3206,2955,0.921709,60,0.018714,42,114,35,84,0.0262,184,0.057392,3746,3746,3195,0.852909,185,0.049386,60,281,24,47,0.012546,253,0.067538,5029,5029,3607,0.71724,3527,3652,280,0.055677,227,281,11,11,55,975,890,975,6,6,33,981,896,981,150,150,305,218,4811,204,14,412,0.081925,64,1106,0.219924
53033WA King County,53033025102,1738,1738,1663,0.956847,39,0.02244,21,0.012083,63,0.036249,2339,2339,2156,0.921761,43,0.018383,31,83,26,62,0.026507,134,0.057289,2733,2733,2332,0.853274,135,0.049396,44,205,18,34,0.01244,185,0.067691,4429,4429,3525,0.795891,3467,3558,195,0.044028,160,195,12,12,62,682,601,682,3,0,24,685,601,685,12,12,140,177,4252,166,11,212,0.047866,99,719,0.162339
53033WA King County,53033025200,5086,5086,5066,0.996068,0,0,32,0.006292,228,0.044829,4829,4829,4569,0.946158,37,0.007662,24,187,12,50,0.010354,255,0.052805,4668,4668,4255,0.911525,100,0.021422,83,220,10,51,0.010925,233,0.049914,6272,6272,4825,0.769292,4733,5049,373,0.059471,298,373,11,9,103,743,632,794,90,82,90,833,714,834,230,230,230,288,5984,255,33,358,0.057079,25,891,0.14206
53033WA King County,53033025300,5948,5948,5891,0.990417,8,0.001345,131,0.022024,425,0.071453,5997,5997,5657,0.943305,75,0.012506,33,177,55,136,0.022678,419,0.069868,6096,6096,5546,0.909776,215,0.035269,30,235,70,178,0.029199,310,0.050853,6967,6967,5545,0.795895,5420,5570,640,0.091862,523,660,77,74,152,487,432,548,39,27,59,526,459,597,179,179,280,312,6655,276,36,477,0.068466,68,772,0.110808
53033WA King County,53033025400,4840,4840,4733,0.977893,31,0.006405,162,0.033471,187,0.038636,4533,4533,4193,0.924994,57,0.012574,79,171,33,108,0.023825,230,0.050739,5437,5437,4733,0.870516,298,0.054809,61,329,16,153,0.02814,367,0.0675,6316,6316,4411,0.698385,4308,4639,643,0.101805,547,663,55,55,148,867,784,867,15,0,60,882,784,882,325,325,409,297,6019,267,30,579,0.091672,75,1314,0.208043
53033WA King County,53033025500,3032,3032,3002,0.990106,18,0.005937,117,0.038588,93,0.030673,2965,2971,2694,0.906765,92,0.030966,37,148,0,6,0.002019,203,0.068327,3699,3699,3179,0.859421,229,0.061908,60,162,69,106,0.028656,215,0.058123,4241,4241,3101,0.731195,2978,3203,308,0.072624,222,308,43,43,92,519,443,536,30,30,30,549,473,549,240,240,302,285,3956,260,25,446,0.105164,46,884,0.208441
53033WA King County,53033025600,3568,3568,3478,0.974776,43,0.012052,6,0.001682,84,0.023543,4607,4607,4347,0.943564,85,0.01845,24,88,63,126,0.027349,241,0.052311,6248,6248,5769,0.923335,140,0.022407,79,218,42,115,0.018405,193,0.030889,6164,6164,5140,0.833874,5046,5255,217,0.035204,163,217,45,38,114,441,350,446,12,5,36,453,355,466,309,309,344,253,5911,238,15,496,0.080467,28,756,0.122648
53033WA King County,53033025701,2091,2091,2031,0.971306,13,0.006217,17,0.00813,106,0.050693,3881,3881,3456,0.890492,172,0.044318,32,191,30,115,0.029631,388,0.099974,5148,5148,4088,0.794094,321,0.062354,72,616,51,195,0.037878,559,0.108585,5402,5402,3714,0.687523,3645,3725,524,0.097001,405,608,20,15,87,866,775,866,11,0,46,877,775,877,267,267,407,295,5107,274,21,459,0.084969,57,1650,0.305442
53033WA King County,53033025702,1339,1339,1300,0.970874,8,0.005975,11,0.008215,68,0.050784,2354,2354,2096,0.890399,105,0.044604,20,116,17,70,0.029736,236,0.100254,3123,3123,2480,0.794108,195,0.062439,44,373,31,118,0.037784,339,0.108549,3418,3418,2396,0.700995,2355,2523,311,0.090989,259,311,0,0,50,654,572,654,7,0,24,661,572,664,50,50,80,182,3236,160,22,101,0.029549,0,411,0.120246
53033WA King County,53033025801,5337,5337,5263,0.986135,21,0.003935,107,0.020049,231,0.043283,4570,4570,4025,0.880743,140,0.030634,20,363,22,107,0.023413,320,0.070021,6475,6475,5298,0.818223,353,0.054517,89,688,47,181,0.027953,639,0.098687,7816,7816,5034,0.644063,4874,5181,816,0.104401,652,892,32,28,150,1597,1404,1597,10,0,98,1607,1404,1627,327,327,387,531,7285,488,43,407,0.052073,17,1383,0.176945
53033WA King County,53033025803,3491,3491,3442,0.985964,13,0.003724,70,0.020052,151,0.043254,3620,3620,3412,0.942541,65,0.017955,7,117,20,66,0.018232,177,0.048895,4327,4327,3852,0.890224,177,0.040905,23,227,48,120,0.027732,203,0.046914,4228,4228,2884,0.682119,2834,3122,484,0.114475,410,511,54,54,102,505,455,505,99,94,99,604,549,604,202,202,202,179,4049,165,14,326,0.077105,82,544,0.128666
53033WA King County,53033025804,3359,3359,3313,0.986305,13,0.00387,68,0.020244,145,0.043168,3485,3485,3284,0.942324,62,0.01779,7,111,20,64,0.018364,170,0.04878,4164,4164,3707,0.890249,170,0.040826,23,218,46,115,0.027617,196,0.04707,3759,3759,2934,0.780527,2888,3063,216,0.057462,175,241,18,17,72,535,451,535,10,0,38,545,451,545,46,46,137,182,3577,169,13,67,0.017824,32,437,0.116254
53033WA King County,53033026001,4815,4815,4577,0.950571,27,0.005607,8,0.001661,143,0.029699,5083,5083,4334,0.852646,300,0.05902,7,421,21,87,0.017115,457,0.089907,4978,4978,3510,0.705102,761,0.152872,16,638,54,100,0.020088,441,0.088589,5132,5132,2477,0.482658,2441,2619,1191,0.232073,1109,1275,41,40,84,1220,1130,1251,33,31,42,1253,1161,1284,170,170,170,211,4921,177,34,192,0.037412,0,881,0.171668
53033WA King County,53033026002,4876,4876,4639,0.951395,25,0.005127,9,0.001846,143,0.029327,3812,3812,3364,0.882476,223,0.058499,27,185,13,89,0.023347,241,0.063221,5080,5080,3414,0.672047,1023,0.201377,33,578,32,158,0.031102,604,0.118897,5812,5812,2881,0.495699,2835,3035,1477,0.254129,1332,1477,70,68,109,1164,1083,1238,41,37,78,1205,1120,1293,179,179,263,278,5534,264,14,345,0.05936,15,1074,0.18479
53033WA King County,53033026100,5331,5331,4885,0.916338,52,0.009754,86,0.016132,219,0.04108,5139,5139,4167,0.810858,422,0.082117,43,441,66,91,0.017707,442,0.086008,5390,5390,3272,0.60705,1308,0.242671,84,707,19,37,0.006864,400,0.074211,6036,6036,2261,0.374586,2226,2424,2059,0.34112,1931,2099,22,21,130,1412,1324,1439,119,103,119,1531,1427,1531,163,163,240,268,5768,237,31,287,0.047548,31,1162,0.192512
53033WA King County,53033026200,3459,3459,3286,0.949986,58,0.016768,109,0.031512,97,0.028043,3739,3760,3323,0.883776,144,0.038297,85,147,61,115,0.030585,136,0.03617,4388,4388,3575,0.814721,356,0.08113,44,352,61,129,0.029398,285,0.064949,4938,4938,3185,0.644998,3053,3226,860,0.17416,689,860,37,37,110,657,511,690,41,13,80,698,524,751,158,158,283,477,4461,427,50,553,0.111989,46,817,0.165452
53033WA King County,53033026300,1775,1775,1692,0.953239,33,0.018592,18,0.010141,70,0.039437,1076,1076,981,0.91171,24,0.022304,11,61,0,23,0.021375,96,0.089219,1032,1032,846,0.819767,97,0.093992,31,44,14,31,0.030038,44,0.042635,1244,1244,731,0.587621,703,820,150,0.120579,145,158,4,4,43,285,270,285,29,26,29,314,296,314,45,45,62,51,1193,45,6,58,0.046624,0,318,0.255627
53033WA King County,53033026400,4870,4870,4727,0.970637,15,0.00308,31,0.006366,286,0.058727,4162,4162,3895,0.935848,101,0.024267,39,127,0,44,0.010571,257,0.061749,5203,5203,4167,0.800884,406,0.078031,96,438,96,190,0.036517,385,0.073995,5824,5824,3540,0.60783,3412,3631,690,0.118475,577,690,13,10,157,932,810,932,105,83,190,1037,893,1037,544,544,722,388,5436,341,47,995,0.170845,131,1339,0.229911
53033WA King County,53033026500,2895,2895,2802,0.967876,7,0.002418,297,0.102591,43,0.014853,2299,2299,1747,0.759895,88,0.038277,152,207,105,140,0.060896,240,0.104393,2459,2459,1137,0.462383,220,0.089467,35,990,77,126,0.05124,877,0.356649,2576,2576,981,0.380823,914,981,354,0.137422,275,365,62,60,70,1093,989,1153,5,0,63,1098,989,1208,81,81,275,257,2319,249,8,189,0.07337,18,1318,0.511646
53033WA King County,53033026600,1874,1874,1808,0.964781,14,0.007471,0,0,28,0.014941,1837,1837,1654,0.900381,15,0.008165,10,101,57,63,0.034295,86,0.046815,2118,2118,1578,0.745042,72,0.033994,70,336,62,130,0.061378,264,0.124645,2187,2187,1281,0.585734,1252,1445,160,0.07316,137,160,59,59,74,615,588,615,3,0,33,618,588,618,69,69,101,82,2105,73,9,186,0.085048,7,569,0.260174
53033WA King County,53033026700,5841,5841,5827,0.997603,4,0.000685,103,0.017634,189,0.032357,5354,5354,5094,0.951438,70,0.013074,41,98,51,97,0.018117,202,0.037728,5310,5310,4614,0.868926,124,0.023352,106,379,87,191,0.035969,463,0.087193,5611,5611,4118,0.733916,4026,4214,293,0.052219,224,299,6,6,169,703,591,703,172,161,172,875,752,875,319,319,393,284,5327,248,36,595,0.106042,75,929,0.165568
53033WA King County,53033026801,3910,3910,3724,0.95243,42,0.010742,120,0.030691,142,0.036317,3682,3682,3244,0.881042,22,0.005975,105,225,87,146,0.039652,276,0.074959,3984,3984,2993,0.751255,165,0.041415,104,587,135,260,0.065261,502,0.126004,4961,4961,2723,0.548881,2611,2783,551,0.111066,461,584,70,69,193,1009,927,1009,128,116,195,1137,1043,1137,480,480,601,297,4664,265,32,788,0.158839,56,1357,0.273534
53033WA King County,53033026802,4152,4152,3954,0.952312,44,0.010597,128,0.030829,151,0.036368,3911,3911,3445,0.880848,23,0.00588,111,239,92,155,0.039631,294,0.075172,4230,4230,3178,0.7513,176,0.041607,110,623,143,277,0.065484,534,0.126241,5117,5117,2693,0.526285,2667,2730,395,0.077194,352,395,95,95,169,1250,1201,1378,191,182,226,1441,1383,1586,493,493,525,127,4990,118,9,731,0.142857,10,1488,0.290795
53033WA King County,53033026900,1341,1341,1307,0.974646,23,0.017151,6,0.004474,22,0.016406,1341,1341,1202,0.896346,0,0,96,39,4,31,0.023117,44,0.032811,1389,1389,1206,0.86825,36,0.025917,37,94,16,48,0.034557,66,0.047516,1492,1492,1023,0.685657,982,1069,87,0.058311,70,87,14,10,65,221,192,232,3,0,19,224,192,249,144,144,144,94,1398,85,9,154,0.103217,9,267,0.178954
53033WA King County,53033027000,3398,3398,3274,0.963508,38,0.011183,69,0.020306,97,0.028546,2885,2885,2753,0.954246,62,0.02149,7,32,31,9,0.003119,49,0.016984,3015,3015,2655,0.880597,50,0.016583,56,189,65,97,0.032172,173,0.057379,3228,3228,2256,0.698885,2171,2280,127,0.039343,46,172,76,67,141,419,365,453,28,14,64,447,379,511,322,322,323,243,2985,229,14,445,0.137856,31,808,0.25031
53033WA King County,53033027100,2671,2671,2628,0.983901,0,0,116,0.043429,102,0.038188,2604,2604,2443,0.938172,100,0.038402,39,10,12,72,0.027649,176,0.067588,2643,2643,2390,0.904275,46,0.017404,89,118,0,31,0.011729,106,0.040105,2988,2988,1940,0.649264,1897,1968,355,0.118809,245,394,10,10,96,313,279,365,66,52,66,379,331,398,304,304,318,201,2787,180,21,405,0.135542,29,459,0.153614
53033WA King County,53033027200,2260,2260,2126,0.940708,0,0,0,0,66,0.029204,1653,1653,1581,0.956442,24,0.014519,25,17,6,19,0.011494,37,0.022383,2096,2096,1675,0.799141,53,0.025286,84,240,44,129,0.061545,279,0.13311,2206,2206,1367,0.619674,1336,1480,319,0.144606,276,319,9,9,46,308,253,308,96,85,96,404,338,404,107,107,219,140,2066,130,10,201,0.091115,0,605,0.274252
53033WA King County,53033027300,7660,7660,7392,0.965013,50,0.006527,48,0.006266,246,0.032115,5815,5815,5430,0.933791,74,0.012725,35,184,92,167,0.028718,245,0.042132,4702,4702,3919,0.833475,133,0.028285,104,419,127,238,0.050616,610,0.129732,5624,5624,3520,0.625889,3315,3646,606,0.107752,497,606,127,124,216,681,584,681,103,90,158,784,674,788,587,587,855,427,5197,397,30,974,0.173186,85,1721,0.30601
53033WA King County,53033027400,5226,5226,5102,0.976272,15,0.00287,209,0.039992,239,0.045733,4469,4469,4248,0.950548,5,0.001118,51,136,29,96,0.021481,218,0.04878,4440,4440,3818,0.859909,21,0.004729,89,344,168,276,0.062162,401,0.090315,4980,4980,3579,0.718675,3492,3657,211,0.042369,183,211,9,8,142,851,771,851,65,48,119,916,819,916,265,265,321,213,4767,190,23,534,0.107229,32,872,0.1751
53033WA King County,53033027500,5281,5281,5249,0.993941,0,0,38,0.007196,222,0.042037,4767,4767,4510,0.946087,0,0,61,166,30,151,0.031676,246,0.051604,4481,4481,4176,0.931934,9,0.002008,58,158,80,115,0.025663,297,0.066279,4578,4578,3558,0.777195,3436,3617,219,0.047837,146,219,143,141,143,445,300,503,31,13,79,476,313,570,182,182,254,360,4218,326,34,446,0.097422,79,700,0.152905
53033WA King County,53033027600,4093,4093,4001,0.977523,0,0,148,0.036159,114,0.027852,3243,3243,3128,0.964539,20,0.006167,24,50,21,43,0.013259,218,0.067221,3507,3507,3172,0.904476,98,0.027944,67,119,51,121,0.034502,258,0.073567,4168,4168,2940,0.705374,2889,2983,620,0.148752,575,620,70,70,120,152,130,162,18,15,91,170,145,247,368,368,472,121,4047,113,8,796,0.190979,58,740,0.177543
53033WA King County,53033027701,3565,3565,3434,0.963254,6,0.001683,0,0,162,0.045442,4056,4056,3947,0.973126,13,0.003205,60,31,5,77,0.018984,154,0.037968,5068,5068,4887,0.964285,17,0.003354,33,112,19,80,0.015785,176,0.034727,5161,5161,4852,0.940128,4771,4943,48,0.009301,10,53,33,33,131,147,90,150,14,8,14,161,98,161,67,67,73,182,4979,162,20,109,0.02112,7,293,0.056772
53033WA King County,53033027702,2983,2983,2874,0.96346,5,0.001676,0,0,136,0.045592,3301,3301,3274,0.99182,21,0.006361,0,6,0,20,0.006058,133,0.04029,4241,4241,4181,0.985852,30,0.007073,30,0,0,25,0.005894,117,0.027587,4962,4962,4725,0.952237,4699,4786,82,0.016526,69,82,28,25,60,58,36,98,4,0,7,62,36,104,65,65,65,68,4894,64,4,185,0.037283,4,176,0.03547
53033WA King County,53033027800,4184,4184,4172,0.997132,8,0.001912,0,0,184,0.043977,3498,3498,3437,0.982561,0,0,40,21,0,15,0.004288,293,0.083762,3458,3458,3372,0.97513,7,0.002024,15,64,0,8,0.002313,202,0.058415,3396,3396,3191,0.939635,3169,3257,17,0.005006,3,36,69,69,69,96,83,96,9,5,15,105,88,105,14,14,39,53,3343,48,5,26,0.007656,11,144,0.042403
53033WA King County,53033027900,6359,6359,6300,0.990722,10,0.001573,163,0.025633,263,0.041359,6036,6036,5738,0.950629,24,0.003976,144,77,53,150,0.02485,254,0.04208,6141,6141,5633,0.917277,101,0.016446,68,218,121,270,0.043966,444,0.0723,6356,6356,5328,0.838263,5217,5467,230,0.036186,151,270,102,101,135,360,269,363,68,57,68,428,326,428,268,268,309,293,6063,270,23,456,0.071743,55,718,0.112964
53033WA King County,53033028000,2748,2748,2735,0.995269,0,0,77,0.02802,121,0.044032,2499,2499,2248,0.899559,7,0.002801,39,193,12,56,0.022408,251,0.10044,3814,3814,3252,0.852648,243,0.063712,28,189,102,141,0.036969,264,0.069218,3392,3392,2264,0.667453,2149,2380,317,0.093455,228,317,49,49,104,388,267,388,73,54,77,461,321,461,301,301,392,344,3048,304,40,565,0.166568,45,799,0.235554
53033WA King County,53033028100,2037,2037,1971,0.967599,10,0.004909,35,0.017182,127,0.062347,1612,1612,1519,0.942307,22,0.013647,22,45,4,6,0.003722,73,0.045285,1875,1875,1590,0.848,101,0.053866,67,89,28,57,0.0304,151,0.080533,2224,2224,1143,0.513939,1124,1185,282,0.126799,247,287,15,14,56,387,348,412,139,136,139,526,484,526,258,258,355,97,2127,91,6,515,0.231565,34,682,0.306655
53033WA King County,53033028200,2073,2073,2029,0.978775,17,0.008201,78,0.037627,69,0.033285,2584,2584,2369,0.916795,76,0.029411,86,45,8,43,0.01664,127,0.049148,3586,3586,2951,0.822922,270,0.075292,39,219,107,158,0.04406,179,0.049916,4362,4362,2280,0.522696,2234,2398,778,0.178359,719,790,91,90,128,539,481,616,155,146,190,694,627,785,519,519,546,173,4189,146,27,658,0.150848,11,1303,0.298716
53033WA King County,53033028300,3401,3401,3358,0.987357,0,0,60,0.017642,142,0.041752,2903,2903,2814,0.969342,0,0,10,70,9,28,0.009645,154,0.053048,2843,2843,2623,0.922616,39,0.013717,40,125,16,38,0.013366,194,0.068237,3175,3175,2454,0.772913,2409,2568,173,0.054488,135,173,31,30,86,430,365,430,18,8,41,448,373,455,69,69,76,159,3016,146,13,126,0.039685,15,444,0.139843
53033WA King County,53033028402,3758,3758,3677,0.978446,6,0.001597,53,0.014103,115,0.030601,3954,3954,3711,0.938543,64,0.016186,12,155,12,140,0.035407,202,0.051087,3645,3645,3147,0.863374,136,0.037311,63,229,69,126,0.034567,248,0.068038,4628,4628,2829,0.611279,2717,3042,589,0.127269,464,589,45,44,128,654,552,654,168,149,175,822,701,822,343,343,399,359,4269,317,42,533,0.115169,11,1118,0.241573
53033WA King County,53033028403,4509,4509,4412,0.978487,7,0.001552,63,0.013972,139,0.030827,4087,4087,3889,0.951553,16,0.003914,54,105,23,45,0.01101,175,0.042818,4418,4418,3807,0.861702,229,0.051833,79,241,63,159,0.035989,268,0.06066,4852,4852,3125,0.644064,3049,3266,542,0.111707,454,547,26,26,122,644,558,644,83,74,146,727,632,772,432,432,503,259,4593,233,26,626,0.129019,9,1342,0.276587
53033WA King County,53033028500,4056,4056,4036,0.995069,0,0,135,0.033284,131,0.032298,3290,3290,3146,0.956231,16,0.004863,44,84,0,69,0.020972,109,0.03313,3621,3621,3330,0.919635,54,0.014913,25,164,48,113,0.031206,226,0.062413,3587,3587,2738,0.763312,2682,2848,202,0.056314,177,235,9,7,93,446,410,446,4,0,41,450,410,450,188,188,218,123,3464,110,13,301,0.083914,25,550,0.153331
53033WA King County,53033028600,5919,5919,5895,0.995945,0,0,67,0.011319,161,0.027201,6119,6119,5972,0.975976,41,0.0067,14,49,43,50,0.008171,316,0.051642,6152,6152,5815,0.945221,76,0.012353,25,218,18,50,0.008127,372,0.060468,6298,6298,5649,0.896951,5591,5796,76,0.012067,53,110,19,19,65,452,386,452,25,16,33,477,402,477,77,77,114,156,6142,147,9,195,0.030962,33,668,0.106065
53033WA King County,53033028700,6111,6111,5901,0.965636,17,0.002782,112,0.018328,227,0.037146,5140,5140,4978,0.968482,80,0.015564,17,65,0,30,0.005836,180,0.035019,5004,5004,4713,0.941846,59,0.01179,12,163,57,139,0.027777,287,0.057354,5075,5075,4314,0.850049,4254,4453,255,0.050246,210,255,88,87,91,371,287,395,10,9,31,381,296,411,37,37,117,191,4884,170,21,186,0.03665,24,324,0.063842
53033WA King County,53033028801,3222,3222,3154,0.978895,25,0.007759,50,0.015518,148,0.045934,4016,4016,3710,0.923804,17,0.004233,67,201,21,64,0.015936,312,0.077689,3149,3149,2852,0.905684,81,0.025722,65,127,24,161,0.051127,96,0.030485,3693,3693,2764,0.748443,2682,2822,254,0.068779,203,254,68,63,123,353,288,361,22,15,42,375,303,395,232,232,303,210,3483,195,15,693,0.187652,59,640,0.173301
53033WA King County,53033028802,5567,5567,5448,0.978624,42,0.007544,87,0.015628,255,0.045806,4859,4859,4556,0.937641,137,0.028195,46,87,33,72,0.014817,270,0.055566,5453,5453,4588,0.841371,451,0.082706,91,277,46,198,0.03631,360,0.066018,5997,5997,3630,0.605303,3528,3756,1012,0.168751,842,1012,85,81,176,676,568,687,212,179,284,888,747,953,382,382,524,417,5580,398,19,837,0.13957,32,1354,0.22578
53033WA King County,53033028901,2210,2210,2198,0.99457,0,0,21,0.009502,89,0.040271,2342,2350,2218,0.943829,31,0.013191,20,77,5,32,0.013617,105,0.04468,3310,3310,2936,0.887009,135,0.040785,29,173,37,152,0.045921,200,0.060422,3638,3638,3117,0.856789,3057,3168,85,0.023364,53,124,30,29,61,274,219,288,46,39,64,320,258,342,86,86,86,155,3483,145,10,164,0.04508,15,344,0.094557
53033WA King County,53033028902,3805,3805,3784,0.994481,0,0,36,0.009461,154,0.040473,4032,4045,3817,0.943634,52,0.012855,34,132,9,55,0.013597,181,0.044746,5698,5698,5053,0.886802,232,0.040716,51,299,63,261,0.045805,344,0.060372,6453,6453,3765,0.58345,3671,3955,1101,0.170618,992,1114,47,45,210,785,716,802,297,288,297,1082,1004,1082,458,458,638,283,6170,249,34,830,0.128622,20,1295,0.200682
53033WA King County,53033029001,2424,2424,2372,0.978548,7,0.002888,40,0.016502,86,0.035479,2920,2920,2800,0.958904,9,0.003082,49,51,11,56,0.019178,152,0.052054,4307,4307,3986,0.92547,92,0.02136,28,169,32,74,0.017181,243,0.056419,4610,4610,3734,0.809978,3677,3849,343,0.074403,270,343,7,7,87,443,341,443,23,11,77,466,352,466,60,60,114,244,4366,221,23,186,0.040347,61,381,0.082646
