count	ct_ht	hhsize	income	age_range
1	1@-10	1	NULL	NULL
1	1@-10	1	2	NULL
1	1@-10	2	2	NULL
1	1@-10	3	2	NULL
1	1@1	1	2	51-65
1	1@1	2	NULL	51-65
1	1@1	2	1	51-65
1	1@1	2	2	41-50
1	1@1	3	1	41-50
1	1@1	3	2	31-40
1	1@1	4	2	31-40
1	1@1	4	2	41-50
1	1@10	2	1	>65
1	1@10	2	2	NULL
1	1@10	2	2	51-65
1	1@10	3	2	31-40
1	1@10	5	2	NULL
1	1@100	1	NULL	51-65
1	1@100	1	2	31-40
1	1@100	1	2	51-65
1	1@100	2	2	31-40
2	1@100	2	2	41-50
1	1@100	3	2	31-40
2	1@100	4	2	31-40
1	1@100	4	2	41-50
1	1@101	1	1	41-50
1	1@101	1	1	<=30
1	1@101	1	1	>65
1	1@101	1	2	>65
1	1@101	2	2	51-65
2	1@101	3	2	31-40
1	1@101	3	2	41-50
1	1@101	3	2	<=30
1	1@101	4	2	41-50
1	1@101	7	2	41-50
1	1@102	1	1	31-40
2	1@102	1	1	>65
1	1@102	1	2	41-50
1	1@102	2	1	>65
2	1@102	2	2	31-40
1	1@102	2	2	41-50
1	1@102	2	2	51-65
2	1@102	3	2	31-40
1	1@102	3	2	41-50
1	1@102	3	2	>65
1	1@102	4	2	41-50
1	1@103	2	2	31-40
1	1@103	3	2	41-50
1	1@103	4	1	31-40
1	1@103	4	2	41-50
1	1@104	1	2	51-65
1	1@104	1	2	>65
1	1@104	2	1	31-40
1	1@104	2	2	>65
1	1@104	3	1	>65
2	1@104	3	2	41-50
1	1@104	4	2	41-50
1	1@105	2	2	51-65
1	1@106	1	1	>65
1	1@106	3	2	41-50
1	1@106	3	2	51-65
1	1@107	2	NULL	51-65
1	1@108	1	2	41-50
1	1@108	2	2	41-50
1	1@109	2	2	>65
1	1@11	2	NULL	>65
1	1@11	2	1	41-50
2	1@11	2	2	41-50
1	1@11	2	2	51-65
2	1@11	2	2	<=30
1	1@11	3	2	31-40
1	1@11	3	2	51-65
1	1@11	4	2	41-50
1	1@11	8	2	<=30
1	1@110	1	1	>65
1	1@110	1	2	>65
1	1@111	1	1	NULL
1	1@111	1	2	31-40
1	1@111	1	2	41-50
1	1@111	1	2	>65
2	1@111	2	1	>65
1	1@111	2	2	41-50
2	1@111	2	2	51-65
1	1@111	3	2	51-65
1	1@111	6	NULL	51-65
1	1@112	1	2	<=30
1	1@112	2	2	51-65
1	1@112	4	1	<=30
1	1@113	1	2	41-50
1	1@113	1	2	>65
1	1@113	2	2	41-50
2	1@113	3	2	31-40
1	1@113	4	2	31-40
1	1@113	4	2	51-65
2	1@114	1	1	>65
1	1@114	2	2	51-65
1	1@114	3	1	41-50
1	1@114	4	1	31-40
2	1@114	4	2	41-50
1	1@115	2	2	31-40
1	1@115	3	2	31-40
1	1@116	1	2	41-50
1	1@116	2	2	>65
1	1@116	4	2	41-50
1	1@117	1	2	41-50
1	1@117	2	2	51-65
1	1@117	5	1	51-65
2	1@118	1	2	>65
1	1@118	4	2	31-40
1	1@118	4	2	51-65
1	1@118	5	2	31-40
1	1@119	2	1	>65
1	1@119	2	2	51-65
1	1@119	4	2	41-50
1	1@12	1	NULL	51-65
1	1@12	3	2	31-40
1	1@12	4	2	41-50
1	1@120	1	NULL	51-65
1	1@120	1	2	41-50
1	1@120	2	NULL	41-50
2	1@120	2	NULL	>65
1	1@120	2	1	>65
1	1@120	2	2	41-50
1	1@120	2	2	51-65
1	1@120	3	2	NULL
2	1@120	4	2	41-50
1	1@120	5	2	31-40
2	1@121	2	2	51-65
1	1@121	3	2	51-65
1	1@121	4	2	31-40
2	1@121	4	2	41-50
1	1@13	1	1	>65
2	1@14	1	NULL	>65
1	1@14	1	1	>65
1	1@14	1	2	31-40
1	1@14	2	2	<=30
1	1@14	3	NULL	51-65
2	1@14	3	2	41-50
1	1@15	1	2	51-65
1	1@15	1	2	>65
1	1@15	3	2	51-65
1	1@16	1	1	41-50
1	1@16	1	1	>65
1	1@16	1	2	51-65
1	1@16	2	2	31-40
1	1@16	2	2	41-50
1	1@16	2	2	51-65
1	1@16	2	2	>65
3	1@16	3	2	31-40
1	1@16	4	NULL	41-50
1	1@17	2	1	31-40
1	1@17	2	2	41-50
1	1@17	2	2	<=30
1	1@17	3	2	41-50
2	1@17	4	2	31-40
1	1@17	5	2	41-50
1	1@17	7	2	31-40
1	1@17	10	2	41-50
1	1@18	1	1	41-50
1	1@18	2	2	41-50
1	1@18	2	2	<=30
1	1@19	1	2	31-40
1	1@19	2	1	>65
1	1@19	2	2	>65
1	1@19	3	1	31-40
1	1@19	3	2	41-50
1	1@19	4	2	31-40
1	1@19	4	2	<=30
1	1@2	1	2	31-40
1	1@2	1	2	51-65
1	1@2	1	2	>65
1	1@2	2	2	31-40
1	1@2	2	2	41-50
2	1@2	2	2	<=30
2	1@2	2	2	>65
2	1@2	3	2	41-50
1	1@2	4	2	31-40
1	1@2	4	2	<=30
1	1@2	5	NULL	51-65
1	1@2	5	2	31-40
2	1@20	1	2	41-50
1	1@20	2	1	>65
1	1@20	2	2	31-40
1	1@20	2	2	51-65
1	1@20	3	2	31-40
1	1@20	3	2	41-50
1	1@20	4	2	31-40
1	1@201	2	NULL	41-50
1	1@201	2	1	51-65
1	1@201	2	1	>65
1	1@201	2	2	31-40
1	1@201	2	2	51-65
2	1@201	2	2	>65
1	1@201	3	1	51-65
1	1@201	3	2	51-65
1	1@201	3	2	<=30
1	1@202	2	NULL	>65
2	1@202	2	2	41-50
1	1@202	2	2	51-65
1	1@202	3	2	31-40
1	1@202	3	2	41-50
1	1@202	3	2	<=30
1	1@202	4	1	31-40
4	1@202	4	2	41-50
1	1@202	5	2	31-40
1	1@203	1	1	41-50
1	1@203	1	2	>65
2	1@203	2	2	41-50
1	1@203	3	2	31-40
1	1@203	4	1	51-65
1	1@203	4	2	>65
1	1@203	5	2	<=30
1	1@204	1	1	41-50
1	1@204	1	1	<=30
2	1@204	1	1	>65
1	1@204	2	1	41-50
2	1@204	2	1	<=30
2	1@204	2	2	31-40
1	1@204	2	2	51-65
1	1@204	3	NULL	>65
2	1@204	3	2	31-40
1	1@204	3	2	41-50
2	1@204	3	2	51-65
1	1@204	4	NULL	41-50
1	1@204	4	1	41-50
2	1@204	4	2	31-40
3	1@204	4	2	41-50
1	1@205	1	1	51-65
1	1@205	2	NULL	31-40
1	1@205	2	NULL	>65
1	1@205	2	1	41-50
1	1@205	2	1	51-65
1	1@205	2	1	<=30
2	1@205	2	2	41-50
1	1@205	2	2	51-65
1	1@205	2	2	>65
1	1@205	3	1	<=30
2	1@205	3	2	41-50
1	1@205	4	2	41-50
1	1@205	4	2	51-65
1	1@205	5	2	31-40
1	1@206	1	1	41-50
4	1@206	1	1	>65
2	1@206	2	2	<=30
2	1@206	3	1	41-50
1	1@206	3	2	41-50
1	1@206	4	2	41-50
1	1@206	6	1	41-50
1	1@206	6	2	51-65
1	1@207	2	1	51-65
2	1@207	4	2	41-50
1	1@207	5	2	41-50
1	1@208	1	NULL	>65
1	1@208	1	1	>65
1	1@208	2	NULL	51-65
1	1@208	2	1	>65
1	1@208	2	2	>65
1	1@208	3	2	31-40
1	1@208	3	2	41-50
1	1@208	3	2	51-65
1	1@208	4	2	41-50
1	1@208	4	2	51-65
1	1@208	5	2	31-40
3	1@209	2	2	51-65
1	1@209	4	1	31-40
1	1@209	4	1	<=30
1	1@209	4	2	41-50
1	1@209	5	2	41-50
1	1@209	7	2	41-50
1	1@21	1	1	51-65
1	1@21	1	2	31-40
1	1@21	3	1	31-40
1	1@21	3	2	41-50
1	1@21	4	2	41-50
2	1@210	1	2	41-50
1	1@210	2	2	31-40
2	1@210	2	2	51-65
2	1@210	2	2	>65
1	1@210	3	2	31-40
2	1@210	3	2	51-65
1	1@210	4	NULL	31-40
1	1@210	5	2	31-40
1	1@210	5	2	51-65
2	1@211	1	2	41-50
1	1@211	2	1	51-65
1	1@211	3	2	41-50
1	1@211	3	2	<=30
1	1@211	4	2	31-40
1	1@211	4	2	41-50
1	1@211	4	2	51-65
1	1@211	4	2	<=30
1	1@211	5	2	31-40
1	1@213	1	2	41-50
1	1@213	2	NULL	>65
1	1@213	2	2	51-65
1	1@213	3	2	31-40
1	1@213	4	2	41-50
2	1@214	1	1	>65
1	1@214	1	2	>65
1	1@214	2	NULL	51-65
1	1@214	2	2	31-40
2	1@214	2	2	51-65
1	1@214	2	2	>65
1	1@214	3	NULL	51-65
1	1@214	3	1	31-40
1	1@214	3	1	41-50
1	1@214	3	2	41-50
1	1@214	4	NULL	51-65
1	1@214	4	2	31-40
1	1@214	4	2	51-65
1	1@214	6	2	31-40
1	1@214	6	2	41-50
1	1@215	1	NULL	31-40
1	1@215	1	1	51-65
1	1@215	2	2	31-40
2	1@215	2	2	41-50
2	1@215	3	2	51-65
1	1@216	3	2	41-50
1	1@216	5	2	41-50
1	1@217	1	1	>65
1	1@217	2	2	NULL
1	1@217	4	2	41-50
1	1@218	2	NULL	51-65
1	1@218	2	NULL	>65
1	1@218	2	1	NULL
1	1@218	2	1	41-50
1	1@218	2	2	31-40
2	1@218	2	2	41-50
1	1@218	2	2	>65
1	1@218	3	NULL	31-40
1	1@218	3	1	51-65
1	1@218	3	2	51-65
4	1@218	4	2	41-50
1	1@218	4	2	51-65
1	1@218	4	2	<=30
1	1@218	5	2	31-40
1	1@218	5	2	41-50
2	1@219	1	NULL	>65
1	1@219	1	1	41-50
2	1@219	1	1	51-65
1	1@219	1	2	>65
1	1@219	2	2	41-50
1	1@219	2	2	51-65
1	1@219	2	2	<=30
1	1@219	3	NULL	31-40
2	1@219	3	2	31-40
4	1@219	3	2	51-65
1	1@219	4	NULL	41-50
3	1@219	4	2	41-50
1	1@219	4	2	<=30
1	1@219	5	2	41-50
1	1@219	6	1	<=30
1	1@22	2	2	51-65
1	1@22	4	2	NULL
1	1@22	4	2	31-40
1	1@22	5	2	31-40
1	1@220	1	NULL	31-40
1	1@220	1	NULL	>65
1	1@220	1	1	31-40
2	1@220	1	1	>65
2	1@220	1	2	51-65
1	1@220	2	NULL	41-50
4	1@220	2	2	31-40
2	1@220	2	2	41-50
3	1@220	2	2	51-65
1	1@220	2	2	<=30
3	1@220	2	2	>65
4	1@220	3	2	31-40
2	1@220	3	2	41-50
2	1@220	3	2	51-65
1	1@220	3	2	<=30
1	1@220	4	NULL	31-40
1	1@220	4	NULL	41-50
2	1@220	4	2	31-40
1	1@220	4	2	51-65
1	1@220	6	2	31-40
1	1@221	1	NULL	>65
1	1@221	1	1	51-65
2	1@221	1	2	51-65
1	1@221	2	NULL	>65
1	1@221	2	1	NULL
1	1@221	2	1	31-40
1	1@221	2	1	>65
2	1@221	2	2	NULL
1	1@221	2	2	31-40
1	1@221	2	2	51-65
1	1@221	3	NULL	>65
3	1@221	4	2	41-50
1	1@221	5	2	51-65
1	1@221	6	1	41-50
1	1@221	7	2	41-50
2	1@222	1	2	<=30
1	1@222	2	1	41-50
1	1@222	2	1	>65
2	1@222	2	2	31-40
2	1@222	2	2	41-50
4	1@222	2	2	51-65
2	1@222	2	2	>65
1	1@222	3	1	41-50
1	1@222	3	1	51-65
1	1@222	3	2	31-40
1	1@222	3	2	41-50
1	1@222	3	2	51-65
1	1@222	3	2	<=30
3	1@222	4	2	31-40
5	1@222	4	2	41-50
1	1@222	4	2	51-65
1	1@222	5	2	31-40
1	1@222	5	2	41-50
1	1@222	5	2	51-65
1	1@222	5	2	<=30
1	1@222	6	2	31-40
1	1@223	2	2	NULL
1	1@223	2	2	41-50
1	1@223	2	2	51-65
2	1@223	2	2	>65
1	1@223	3	1	<=30
1	1@223	3	2	31-40
1	1@224	1	NULL	51-65
1	1@224	1	1	>65
1	1@224	1	2	41-50
1	1@224	1	2	51-65
1	1@224	2	1	41-50
2	1@224	2	2	51-65
1	1@224	2	2	>65
1	1@224	3	2	31-40
2	1@224	3	2	41-50
1	1@224	5	2	41-50
1	1@225	2	1	>65
1	1@225	2	2	>65
1	1@225	3	2	31-40
1	1@225	4	2	<=30
2	1@226	1	1	51-65
1	1@226	1	2	31-40
1	1@226	1	2	<=30
1	1@226	1	2	>65
2	1@226	2	NULL	>65
3	1@226	2	2	31-40
2	1@226	2	2	41-50
2	1@226	2	2	51-65
1	1@226	2	2	<=30
3	1@226	3	2	31-40
2	1@226	3	2	41-50
2	1@226	4	2	31-40
1	1@226	5	NULL	31-40
1	1@226	5	2	<=30
1	1@227	1	2	41-50
2	1@227	1	2	>65
1	1@227	2	NULL	41-50
1	1@227	2	2	31-40
2	1@227	2	2	41-50
2	1@227	2	2	51-65
3	1@227	2	2	>65
1	1@227	3	2	31-40
1	1@227	3	2	51-65
1	1@227	3	2	<=30
1	1@227	3	2	>65
1	1@227	4	2	31-40
2	1@227	4	2	41-50
1	1@228	2	2	51-65
1	1@228	5	2	41-50
1	1@229	1	2	51-65
2	1@229	2	2	51-65
1	1@229	2	2	<=30
1	1@229	2	2	>65
1	1@229	3	2	51-65
1	1@229	4	2	41-50
1	1@229	5	2	41-50
1	1@230	2	NULL	51-65
1	1@230	2	NULL	>65
1	1@230	2	1	>65
3	1@230	2	2	51-65
1	1@230	2	2	>65
1	1@230	3	2	51-65
2	1@230	4	2	41-50
1	1@230	6	2	31-40
1	1@231	1	2	41-50
1	1@231	2	NULL	>65
2	1@231	2	2	>65
1	1@231	3	2	31-40
1	1@231	4	2	41-50
2	1@232	2	2	>65
1	1@233	1	1	51-65
1	1@233	1	2	41-50
1	1@233	1	2	51-65
2	1@233	1	2	>65
1	1@233	2	NULL	>65
1	1@233	2	2	41-50
2	1@233	2	2	51-65
1	1@233	4	NULL	41-50
1	1@233	4	2	31-40
1	1@233	8	2	41-50
1	1@234	2	NULL	31-40
1	1@234	2	1	31-40
3	1@234	2	2	41-50
3	1@234	2	2	51-65
1	1@234	3	NULL	31-40
1	1@234	3	NULL	>65
2	1@234	3	2	41-50
3	1@234	3	2	51-65
2	1@234	4	2	31-40
4	1@234	4	2	41-50
1	1@234	5	2	<=30
1	1@234	6	2	31-40
1	1@234	6	2	41-50
1	1@235	1	NULL	41-50
1	1@235	1	1	51-65
1	1@235	2	NULL	>65
1	1@235	2	1	51-65
1	1@235	2	2	31-40
5	1@235	2	2	51-65
2	1@235	2	2	>65
1	1@235	3	2	>65
2	1@235	4	2	41-50
1	1@236	1	NULL	>65
1	1@236	1	2	51-65
3	1@236	2	NULL	51-65
1	1@236	2	NULL	>65
1	1@236	2	1	>65
1	1@236	2	2	NULL
1	1@236	2	2	51-65
1	1@236	3	2	31-40
1	1@236	3	2	>65
2	1@236	4	2	<=30
1	1@236	5	2	41-50
1	1@237	1	2	51-65
1	1@237	3	2	41-50
1	1@237	3	2	<=30
1	1@237	5	2	31-40
1	1@238	1	1	>65
1	1@238	2	NULL	41-50
1	1@238	2	1	>65
1	1@238	2	2	41-50
1	1@238	2	2	>65
1	1@238	6	2	31-40
1	1@239	1	NULL	NULL
1	1@239	1	1	>65
1	1@239	1	2	>65
1	1@239	2	NULL	>65
3	1@239	2	2	51-65
3	1@239	3	2	41-50
3	1@239	4	2	41-50
1	1@239	5	2	31-40
1	1@24	1	1	>65
1	1@24	1	2	41-50
1	1@24	2	1	31-40
1	1@24	2	2	31-40
1	1@24	2	2	>65
1	1@24	4	2	41-50
2	1@240	1	2	41-50
1	1@240	2	NULL	51-65
1	1@240	2	2	31-40
1	1@240	2	2	41-50
2	1@240	2	2	51-65
2	1@240	2	2	<=30
1	1@240	2	2	>65
1	1@240	3	NULL	51-65
1	1@240	3	2	31-40
1	1@240	3	2	51-65
1	1@240	4	2	31-40
1	1@240	4	2	<=30
2	1@240	5	2	41-50
1	1@241	1	2	>65
1	1@241	2	2	51-65
4	1@241	2	2	>65
2	1@241	4	2	41-50
1	1@242	1	1	>65
1	1@242	1	2	51-65
1	1@242	2	2	>65
1	1@242	3	2	41-50
1	1@242	5	2	NULL
2	1@243	1	2	51-65
3	1@243	2	2	51-65
3	1@243	2	2	>65
1	1@243	3	2	51-65
1	1@243	3	2	<=30
1	1@243	5	2	31-40
1	1@244	2	2	41-50
1	1@244	2	2	51-65
1	1@244	2	2	>65
1	1@244	3	2	41-50
1	1@245	1	NULL	>65
1	1@245	2	NULL	51-65
1	1@245	2	NULL	>65
2	1@245	2	2	41-50
1	1@245	3	2	51-65
1	1@245	4	1	41-50
2	1@245	4	2	41-50
1	1@245	5	2	41-50
1	1@245	6	2	31-40
1	1@246	1	NULL	51-65
1	1@246	2	NULL	>65
1	1@246	2	2	41-50
4	1@246	2	2	51-65
1	1@246	4	NULL	51-65
1	1@246	4	2	41-50
1	1@247	1	1	<=30
1	1@247	1	2	51-65
1	1@247	2	NULL	41-50
1	1@247	2	1	>65
1	1@247	2	2	31-40
2	1@247	2	2	51-65
2	1@247	2	2	>65
1	1@247	3	2	31-40
1	1@247	3	2	41-50
3	1@247	4	2	31-40
1	1@247	4	2	41-50
1	1@248	1	NULL	>65
1	1@248	1	2	>65
1	1@248	2	2	51-65
1	1@248	2	2	>65
1	1@248	3	2	51-65
1	1@249	1	2	31-40
1	1@249	1	2	41-50
1	1@249	1	2	51-65
5	1@249	2	NULL	51-65
3	1@249	2	NULL	>65
1	1@249	2	1	31-40
1	1@249	2	2	41-50
4	1@249	2	2	51-65
1	1@249	2	2	>65
1	1@249	3	NULL	<=30
1	1@249	3	2	NULL
3	1@249	3	2	41-50
1	1@249	4	NULL	51-65
1	1@249	4	2	41-50
1	1@249	4	2	51-65
2	1@249	5	2	41-50
1	1@25	1	1	>65
3	1@25	1	2	51-65
1	1@25	2	2	41-50
2	1@25	2	2	51-65
1	1@25	3	2	31-40
1	1@25	3	2	41-50
1	1@25	4	NULL	31-40
1	1@25	4	NULL	<=30
1	1@250	2	NULL	31-40
2	1@250	2	NULL	>65
5	1@250	2	2	51-65
1	1@250	3	2	31-40
1	1@250	3	2	51-65
3	1@250	4	2	31-40
1	1@250	4	2	41-50
2	1@250	4	2	51-65
1	1@250	5	2	31-40
1	1@250	5	2	>65
1	1@251	1	2	31-40
1	1@251	1	2	<=30
1	1@251	2	2	31-40
2	1@251	2	2	51-65
1	1@251	3	2	31-40
2	1@251	4	2	31-40
2	1@251	4	2	51-65
1	1@252	2	1	51-65
1	1@252	2	1	>65
1	1@252	2	2	51-65
1	1@252	3	2	>65
1	1@252	4	2	31-40
1	1@253	2	2	51-65
1	1@253	4	NULL	31-40
1	1@254	1	2	31-40
1	1@254	2	2	41-50
2	1@254	3	2	31-40
1	1@255	2	2	51-65
1	1@255	2	2	>65
1	1@255	3	2	51-65
1	1@255	3	2	<=30
1	1@256	1	1	51-65
1	1@256	1	1	>65
1	1@256	1	2	51-65
1	1@256	1	2	>65
1	1@256	2	NULL	51-65
1	1@256	2	NULL	>65
1	1@256	2	1	>65
1	1@256	2	2	51-65
1	1@256	3	NULL	51-65
1	1@256	3	2	<=30
1	1@256	4	2	31-40
2	1@256	4	2	41-50
1	1@257	1	NULL	NULL
1	1@257	2	NULL	51-65
1	1@257	2	1	41-50
1	1@257	2	2	51-65
1	1@257	3	2	<=30
2	1@257	4	2	41-50
1	1@257	6	1	41-50
2	1@258	1	1	51-65
2	1@258	1	1	>65
1	1@258	2	1	>65
1	1@258	2	2	31-40
1	1@258	2	2	41-50
1	1@258	2	2	51-65
1	1@258	3	2	51-65
1	1@258	4	2	31-40
1	1@26	1	1	51-65
1	1@26	1	1	<=30
2	1@26	1	2	31-40
1	1@26	1	2	>65
1	1@26	2	NULL	<=30
1	1@26	2	1	41-50
3	1@26	2	2	41-50
1	1@26	2	2	51-65
1	1@26	2	2	<=30
1	1@26	3	1	41-50
1	1@26	3	2	31-40
2	1@26	3	2	41-50
1	1@26	3	2	51-65
1	1@26	5	2	41-50
2	1@260	1	2	31-40
1	1@260	1	2	41-50
2	1@260	1	2	51-65
1	1@260	2	NULL	>65
2	1@260	2	1	>65
1	1@260	2	2	41-50
1	1@260	3	2	31-40
1	1@260	4	2	31-40
1	1@260	6	2	>65
1	1@261	2	NULL	>65
1	1@261	2	1	<=30
1	1@261	3	2	>65
1	1@261	4	NULL	41-50
1	1@261	4	1	NULL
1	1@261	7	1	NULL
1	1@262	1	1	31-40
1	1@262	1	1	41-50
1	1@262	1	2	41-50
1	1@262	1	2	>65
1	1@262	2	2	31-40
1	1@262	2	2	41-50
1	1@262	2	2	51-65
1	1@262	3	1	31-40
1	1@262	3	2	51-65
1	1@264	1	2	41-50
1	1@264	1	2	51-65
1	1@264	2	2	51-65
1	1@264	2	2	>65
2	1@264	3	2	51-65
1	1@264	3	2	<=30
1	1@265	2	2	>65
1	1@266	1	1	>65
1	1@266	2	2	31-40
1	1@267	1	NULL	>65
1	1@267	1	1	<=30
1	1@267	1	1	>65
1	1@267	2	1	>65
2	1@267	2	2	41-50
2	1@267	2	2	51-65
1	1@267	3	2	41-50
2	1@267	4	2	31-40
1	1@267	10	2	31-40
1	1@268	1	1	41-50
1	1@268	1	1	>65
1	1@268	2	1	31-40
2	1@268	2	1	>65
4	1@268	2	2	51-65
1	1@268	2	2	>65
1	1@268	4	1	41-50
1	1@268	5	2	31-40
1	1@268	6	2	31-40
1	1@269	2	1	51-65
1	1@269	3	2	51-65
1	1@269	5	2	41-50
1	1@27	1	1	41-50
1	1@27	1	1	>65
2	1@27	1	2	41-50
2	1@27	2	NULL	>65
1	1@27	2	1	31-40
1	1@27	2	1	<=30
1	1@27	2	2	31-40
1	1@27	2	2	41-50
2	1@27	2	2	51-65
2	1@27	2	2	>65
1	1@27	3	2	31-40
1	1@27	3	2	41-50
1	1@27	4	2	31-40
1	1@27	4	2	<=30
2	1@270	1	1	>65
1	1@270	2	1	>65
1	1@270	2	2	41-50
2	1@270	2	2	51-65
2	1@270	2	2	>65
1	1@270	3	1	51-65
1	1@270	4	1	<=30
1	1@270	4	2	31-40
1	1@270	5	2	41-50
1	1@271	2	1	>65
1	1@271	2	2	NULL
1	1@271	3	1	31-40
1	1@272	2	2	31-40
1	1@272	3	2	31-40
1	1@273	2	2	41-50
2	1@273	2	2	51-65
1	1@273	2	2	>65
1	1@273	3	1	31-40
2	1@273	4	2	41-50
1	1@273	4	2	<=30
1	1@273	5	2	31-40
2	1@274	2	2	41-50
1	1@274	3	NULL	51-65
1	1@274	4	1	41-50
1	1@274	4	2	41-50
2	1@275	1	1	>65
1	1@275	1	2	31-40
1	1@275	2	1	>65
1	1@275	2	2	41-50
2	1@275	2	2	51-65
2	1@275	3	2	31-40
1	1@275	3	2	<=30
1	1@275	4	2	<=30
1	1@275	5	2	<=30
1	1@276	1	1	>65
1	1@276	2	2	51-65
1	1@276	2	2	>65
1	1@276	3	2	31-40
1	1@276	5	2	31-40
1	1@277	1	1	NULL
1	1@277	1	1	41-50
1	1@277	1	1	51-65
1	1@277	1	1	<=30
3	1@277	1	2	41-50
1	1@277	1	2	>65
1	1@277	2	1	>65
6	1@277	2	2	31-40
4	1@277	2	2	41-50
4	1@277	2	2	51-65
1	1@277	2	2	>65
1	1@277	3	1	31-40
1	1@277	3	1	<=30
2	1@277	3	2	41-50
2	1@277	3	2	51-65
2	1@277	3	2	<=30
2	1@277	4	2	31-40
5	1@277	4	2	41-50
3	1@277	4	2	51-65
1	1@278	1	NULL	>65
1	1@278	1	1	>65
2	1@278	1	2	>65
1	1@278	2	NULL	>65
1	1@278	2	2	41-50
1	1@278	2	2	>65
1	1@278	4	2	41-50
1	1@278	4	2	51-65
1	1@279	1	2	31-40
1	1@279	1	2	<=30
1	1@279	1	2	>65
2	1@279	2	1	51-65
1	1@279	2	1	>65
3	1@279	2	2	41-50
4	1@279	2	2	51-65
1	1@279	3	1	31-40
1	1@279	3	2	31-40
1	1@279	3	2	41-50
1	1@279	4	1	<=30
1	1@279	4	2	41-50
1	1@28	1	1	51-65
1	1@28	1	2	41-50
1	1@28	2	1	>65
1	1@28	2	2	31-40
1	1@28	2	2	<=30
1	1@28	4	2	31-40
1	1@280	4	2	41-50
1	1@280	6	2	41-50
1	1@282	2	NULL	>65
1	1@282	2	1	51-65
1	1@282	2	1	>65
1	1@282	2	2	41-50
1	1@282	4	2	51-65
1	1@282	4	2	<=30
1	1@283	1	2	>65
1	1@283	2	1	>65
1	1@283	2	2	41-50
3	1@283	2	2	51-65
1	1@283	2	2	>65
1	1@284	1	NULL	31-40
1	1@284	1	1	31-40
1	1@284	1	1	>65
1	1@284	2	NULL	>65
7	1@284	2	2	51-65
1	1@284	2	2	>65
1	1@284	3	2	41-50
1	1@284	4	2	31-40
1	1@284	4	2	41-50
1	1@285	1	1	41-50
1	1@285	1	1	51-65
1	1@285	1	2	51-65
1	1@285	2	2	51-65
1	1@285	3	1	<=30
1	1@285	3	2	31-40
1	1@285	3	2	41-50
1	1@285	3	2	51-65
2	1@285	4	2	31-40
1	1@286	2	2	31-40
3	1@286	2	2	>65
1	1@286	3	1	31-40
1	1@286	3	2	41-50
1	1@286	3	2	51-65
2	1@286	3	2	>65
1	1@286	4	2	31-40
1	1@286	4	2	<=30
2	1@287	1	1	>65
1	1@287	1	2	31-40
1	1@287	1	2	41-50
1	1@287	1	2	<=30
1	1@287	2	NULL	NULL
1	1@287	2	1	>65
1	1@287	2	2	31-40
1	1@287	2	2	41-50
2	1@287	2	2	51-65
3	1@287	2	2	>65
1	1@287	3	2	31-40
1	1@287	3	2	51-65
1	1@287	4	2	31-40
1	1@287	4	2	41-50
1	1@287	4	2	51-65
1	1@288	1	1	51-65
1	1@288	1	2	51-65
1	1@288	2	1	51-65
1	1@288	2	1	<=30
1	1@288	2	2	31-40
1	1@288	2	2	41-50
1	1@288	2	2	51-65
1	1@288	2	2	>65
1	1@288	3	2	41-50
1	1@288	4	1	31-40
1	1@288	4	1	41-50
1	1@288	5	1	41-50
1	1@288	5	2	NULL
1	1@288	6	2	<=30
1	1@289	1	2	51-65
1	1@289	2	2	51-65
2	1@289	2	2	>65
1	1@289	6	2	41-50
1	1@29	1	1	>65
1	1@29	2	1	51-65
3	1@29	2	2	41-50
1	1@29	3	2	31-40
1	1@29	3	2	>65
1	1@290	1	NULL	31-40
1	1@290	1	1	>65
1	1@290	2	1	>65
3	1@290	2	2	51-65
1	1@290	3	1	<=30
2	1@290	3	2	51-65
1	1@290	3	2	>65
1	1@290	4	2	31-40
1	1@290	5	2	31-40
1	1@291	1	NULL	51-65
2	1@291	2	1	>65
1	1@291	2	2	41-50
1	1@291	2	2	51-65
1	1@291	2	2	>65
3	1@291	3	2	31-40
2	1@291	4	2	31-40
1	1@291	6	2	41-50
1	1@292	1	1	>65
1	1@292	2	NULL	41-50
1	1@292	2	1	>65
2	1@292	2	2	41-50
4	1@292	2	2	51-65
1	1@292	3	NULL	>65
1	1@292	3	2	31-40
1	1@292	4	2	41-50
1	1@292	5	2	31-40
1	1@293	1	NULL	51-65
2	1@293	1	1	41-50
1	1@293	1	1	>65
2	1@293	1	2	41-50
2	1@293	1	2	51-65
1	1@293	1	2	>65
1	1@293	2	1	41-50
1	1@293	2	1	51-65
1	1@293	2	1	>65
1	1@293	2	2	NULL
1	1@293	2	2	31-40
4	1@293	2	2	41-50
3	1@293	2	2	51-65
2	1@293	2	2	<=30
1	1@293	2	2	>65
1	1@293	3	2	31-40
3	1@293	3	2	51-65
3	1@293	3	2	<=30
2	1@293	4	2	31-40
4	1@293	4	2	41-50
1	1@293	4	2	51-65
2	1@293	5	2	31-40
1	1@293	5	2	41-50
1	1@294	1	NULL	51-65
1	1@294	1	1	>65
1	1@294	1	2	31-40
2	1@294	1	2	51-65
1	1@294	2	NULL	31-40
1	1@294	2	NULL	41-50
1	1@294	2	NULL	51-65
1	1@294	2	1	51-65
2	1@294	2	1	>65
1	1@294	2	2	31-40
6	1@294	2	2	51-65
