count	ct_ht	hhsize	income	age_range
1	1@911	2	NULL	51-65
1	1@911	2	1	31-40
1	1@911	2	2	31-40
1	1@911	2	2	41-50
1	1@911	2	2	51-65
1	1@911	2	2	>65
1	1@911	3	2	31-40
1	1@911	3	2	51-65
1	1@911	4	1	31-40
1	1@911	4	2	31-40
1	1@911	5	2	41-50
1	1@912	1	2	>65
2	1@912	2	1	>65
2	1@912	2	2	41-50
1	1@912	2	2	51-65
1	1@912	2	2	>65
1	1@912	3	2	51-65
3	1@912	4	2	31-40
1	1@912	4	2	<=30
1	1@912	5	2	31-40
1	1@913	1	1	51-65
1	1@913	1	2	NULL
1	1@913	1	2	51-65
1	1@913	2	1	>65
4	1@913	2	2	51-65
1	1@913	2	2	>65
1	1@913	3	NULL	51-65
1	1@913	3	1	31-40
1	1@913	3	2	41-50
1	1@913	3	2	51-65
1	1@913	4	2	31-40
2	1@913	4	2	41-50
1	1@914	1	1	>65
1	1@914	2	1	>65
1	1@914	2	2	51-65
1	1@914	3	1	41-50
1	1@914	3	2	31-40
1	1@914	3	2	41-50
1	1@914	3	2	51-65
1	1@914	4	1	31-40
1	1@914	5	2	31-40
1	1@915	1	2	31-40
1	1@915	1	2	41-50
2	1@915	1	2	51-65
1	1@915	2	1	51-65
1	1@915	2	1	>65
1	1@915	2	2	51-65
1	1@915	3	2	31-40
1	1@915	3	2	<=30
2	1@915	4	2	41-50
1	1@915	5	2	41-50
1	1@915	5	2	51-65
1	1@916	1	2	>65
2	1@916	4	2	31-40
1	1@916	6	2	31-40
1	1@916	7	1	NULL
1	1@917	1	2	51-65
4	1@917	2	2	51-65
1	1@917	3	NULL	41-50
1	1@917	3	2	41-50
1	1@917	4	2	31-40
2	1@917	4	2	<=30
1	1@917	5	2	31-40
3	1@918	2	2	51-65
1	1@918	3	NULL	51-65
1	1@918	3	2	41-50
1	1@918	4	2	41-50
1	1@919	1	NULL	NULL
1	1@919	1	NULL	51-65
1	1@919	1	1	>65
1	1@919	2	1	41-50
1	1@919	2	2	41-50
1	1@919	4	1	31-40
1	1@919	4	2	31-40
1	1@920	1	NULL	>65
1	1@920	2	1	51-65
1	1@920	2	2	31-40
1	1@920	2	2	41-50
1	1@920	3	2	41-50
1	1@920	4	1	51-65
1	1@920	4	2	31-40
1	1@920	4	2	<=30
1	1@920	8	2	NULL
1	1@921	2	2	51-65
1	1@921	3	2	41-50
1	1@922	1	1	51-65
2	1@922	2	2	51-65
1	1@922	3	1	51-65
1	1@922	3	2	51-65
1	1@922	4	2	41-50
1	1@922	7	2	31-40
1	1@923	2	1	>65
1	1@923	2	2	41-50
1	1@923	2	2	51-65
1	1@923	2	2	<=30
2	1@923	2	2	>65
1	1@923	4	2	41-50
1	1@923	4	2	51-65
1	1@923	5	2	31-40
1	1@924	2	1	>65
1	1@924	2	2	51-65
1	1@924	2	2	>65
1	1@924	3	NULL	>65
1	1@924	3	2	41-50
1	1@924	3	2	51-65
2	1@925	1	1	>65
1	1@925	1	2	51-65
1	1@925	1	2	<=30
2	1@925	2	2	51-65
2	1@925	2	2	>65
1	1@925	4	2	31-40
1	1@926	1	1	<=30
2	1@926	1	2	41-50
1	1@926	2	2	41-50
1	1@926	2	2	51-65
1	1@926	2	2	>65
2	1@926	4	2	31-40
2	1@926	4	2	41-50
1	1@926	4	2	51-65
1	1@926	4	2	<=30
1	1@926	5	2	31-40
3	1@927	2	2	41-50
4	1@927	2	2	51-65
2	1@927	2	2	>65
1	1@927	4	1	>65
1	1@927	4	2	41-50
1	1@928	1	1	51-65
1	1@928	1	2	51-65
1	1@928	2	NULL	>65
1	1@928	2	1	51-65
1	1@928	2	1	>65
2	1@928	2	2	41-50
3	1@928	2	2	51-65
1	1@928	3	1	31-40
1	1@928	3	2	31-40
1	1@928	4	2	51-65
1	1@928	5	2	41-50
1	1@928	5	2	<=30
1	1@928	6	2	31-40
1	1@929	1	1	51-65
1	1@929	2	1	51-65
1	1@929	2	1	>65
1	1@929	2	2	51-65
1	1@929	3	2	31-40
1	1@929	3	2	41-50
2	1@929	3	2	51-65
1	1@929	4	2	31-40
1	1@929	6	2	31-40
1	1@94	1	1	41-50
1	1@94	2	2	31-40
1	1@94	4	2	41-50
1	1@95	1	NULL	51-65
1	1@95	1	2	31-40
2	1@95	2	NULL	51-65
1	1@95	2	2	31-40
1	1@95	2	2	51-65
1	1@95	3	2	41-50
1	1@95	3	2	>65
1	1@95	4	2	NULL
1	1@95	5	1	<=30
1	1@96	1	1	>65
1	1@97	1	2	31-40
1	1@97	2	1	51-65
1	1@97	2	2	41-50
2	1@97	4	2	41-50
1	1@98	1	1	>65
1	1@98	2	2	31-40
1	1@999	1	1	NULL
1	2@-10	4	1	NULL
1	2@1	1	2	41-50
1	2@100	1	2	<=30
1	2@100	3	2	<=30
1	2@101	2	1	<=30
1	2@104	4	2	41-50
1	2@106	1	2	>65
1	2@114	2	1	41-50
1	2@118	1	1	51-65
1	2@12	1	2	31-40
1	2@12	2	2	<=30
1	2@121	2	2	31-40
1	2@14	1	1	>65
1	2@14	1	2	31-40
1	2@16	1	2	41-50
1	2@17	1	1	41-50
1	2@17	2	2	41-50
1	2@18	1	1	31-40
1	2@18	1	2	51-65
1	2@19	1	1	>65
1	2@19	2	1	>65
1	2@2	1	1	51-65
1	2@2	2	2	41-50
1	2@201	1	NULL	NULL
1	2@201	1	1	41-50
1	2@201	1	2	NULL
1	2@202	2	NULL	>65
1	2@203	1	1	<=30
1	2@203	1	2	31-40
1	2@204	1	NULL	>65
1	2@204	1	1	<=30
1	2@204	2	NULL	51-65
1	2@204	3	2	31-40
1	2@207	1	2	41-50
1	2@209	1	1	51-65
1	2@21	1	1	>65
1	2@21	1	2	51-65
1	2@210	2	1	41-50
1	2@213	1	1	51-65
1	2@217	2	1	>65
1	2@217	2	2	41-50
1	2@218	2	2	41-50
1	2@219	1	1	31-40
1	2@219	1	2	41-50
1	2@219	1	2	>65
2	2@219	2	2	41-50
1	2@220	1	NULL	51-65
2	2@220	1	1	51-65
1	2@220	1	1	>65
1	2@220	1	2	<=30
1	2@221	4	1	31-40
1	2@222	1	1	>65
1	2@222	1	2	41-50
1	2@222	2	1	41-50
1	2@222	2	1	<=30
1	2@222	2	2	<=30
1	2@222	2	2	>65
1	2@224	2	1	>65
1	2@225	1	1	31-40
1	2@225	1	2	41-50
2	2@226	2	2	41-50
1	2@227	1	NULL	31-40
1	2@227	1	2	31-40
1	2@227	1	2	51-65
1	2@227	2	2	31-40
1	2@227	2	2	>65
1	2@228	4	2	51-65
1	2@229	1	2	51-65
1	2@232	1	1	51-65
1	2@232	1	1	>65
1	2@232	1	2	31-40
1	2@232	1	2	51-65
1	2@232	2	1	51-65
1	2@232	2	2	51-65
1	2@234	1	2	31-40
1	2@234	1	2	41-50
1	2@234	1	2	51-65
1	2@236	1	2	<=30
3	2@236	2	2	51-65
1	2@237	2	2	<=30
1	2@238	1	1	>65
1	2@238	1	2	>65
1	2@239	2	2	51-65
1	2@240	1	2	>65
2	2@240	2	2	>65
1	2@243	1	1	>65
1	2@243	1	2	51-65
1	2@243	2	2	51-65
1	2@243	3	1	41-50
1	2@244	2	1	>65
1	2@247	1	1	51-65
1	2@247	3	2	41-50
1	2@248	1	NULL	31-40
1	2@248	1	1	>65
1	2@25	1	2	31-40
1	2@250	2	NULL	51-65
1	2@251	1	2	51-65
1	2@251	3	2	31-40
1	2@253	1	2	31-40
1	2@257	1	2	31-40
1	2@257	2	2	41-50
1	2@258	1	1	NULL
1	2@262	1	1	51-65
1	2@262	2	2	51-65
1	2@264	1	2	31-40
1	2@264	1	2	>65
1	2@268	1	1	>65
1	2@27	1	1	<=30
1	2@27	2	2	>65
1	2@277	1	2	51-65
1	2@277	3	2	51-65
1	2@278	1	1	41-50
1	2@279	1	1	51-65
1	2@279	1	1	>65
1	2@279	1	2	41-50
1	2@282	1	2	41-50
1	2@282	2	2	41-50
1	2@288	3	2	31-40
1	2@289	1	1	51-65
3	2@289	1	2	41-50
1	2@289	1	2	51-65
1	2@289	1	2	>65
1	2@289	2	1	31-40
2	2@289	2	2	>65
1	2@289	3	2	41-50
1	2@290	2	1	41-50
1	2@290	2	1	>65
1	2@292	1	1	41-50
1	2@292	1	2	31-40
1	2@292	2	2	51-65
1	2@292	2	2	>65
1	2@293	2	2	51-65
1	2@294	1	1	51-65
1	2@294	1	2	51-65
1	2@294	2	2	41-50
1	2@294	3	2	<=30
1	2@295	1	1	41-50
2	2@295	1	2	>65
1	2@295	2	2	51-65
1	2@297	1	1	31-40
1	2@297	2	2	>65
1	2@301	2	2	51-65
1	2@302	1	2	51-65
1	2@303	1	2	41-50
1	2@305	2	1	41-50
1	2@305	2	2	>65
1	2@305	3	2	41-50
1	2@307	3	2	51-65
1	2@310	1	2	31-40
1	2@310	3	2	51-65
1	2@312	2	2	>65
1	2@314	2	1	<=30
1	2@317	2	2	31-40
1	2@317	2	2	<=30
1	2@319	1	1	>65
1	2@319	3	1	41-50
1	2@32	3	2	31-40
1	2@321	1	2	41-50
1	2@321	2	2	>65
1	2@321	3	2	51-65
2	2@322	2	NULL	>65
1	2@323	1	2	31-40
1	2@323	1	2	51-65
1	2@323	1	2	<=30
1	2@323	4	2	31-40
1	2@33	2	2	31-40
2	2@34	2	2	<=30
1	2@35	1	2	>65
1	2@38	2	2	<=30
2	2@4	1	1	51-65
1	2@4	1	2	>65
1	2@4	2	1	51-65
1	2@40	2	2	41-50
1	2@401	1	1	>65
1	2@402	1	2	41-50
1	2@405	3	1	<=30
1	2@406	3	1	<=30
1	2@407	1	1	41-50
1	2@407	1	1	>65
1	2@407	3	2	41-50
1	2@41	1	2	<=30
1	2@41	2	1	<=30
1	2@41	2	2	>65
1	2@410	1	1	41-50
1	2@411	2	2	41-50
1	2@412	3	2	41-50
1	2@413	1	2	41-50
1	2@413	1	2	>65
1	2@413	2	2	>65
1	2@414	1	2	31-40
1	2@414	2	2	41-50
1	2@415	3	2	31-40
1	2@416	5	2	31-40
1	2@418	1	1	41-50
1	2@418	1	1	51-65
1	2@418	1	1	<=30
1	2@418	1	1	>65
1	2@418	1	2	31-40
2	2@418	1	2	41-50
1	2@418	1	2	>65
1	2@418	2	1	>65
1	2@418	2	2	41-50
1	2@418	4	2	51-65
1	2@419	1	2	31-40
1	2@419	3	2	<=30
1	2@42	2	2	51-65
1	2@420	1	2	<=30
1	2@43	1	2	31-40
1	2@43	2	1	31-40
1	2@43	2	2	<=30
1	2@43	4	2	31-40
1	2@44	1	1	<=30
1	2@44	2	2	31-40
1	2@45	1	1	31-40
1	2@45	1	2	31-40
1	2@46	4	2	31-40
1	2@47	1	1	51-65
1	2@47	1	2	51-65
1	2@47	2	1	51-65
1	2@47	2	2	31-40
1	2@48	1	1	41-50
1	2@48	1	2	31-40
1	2@48	4	2	31-40
1	2@49	1	2	41-50
1	2@49	2	1	41-50
1	2@49	2	2	31-40
1	2@504	1	1	>65
1	2@504	2	1	51-65
1	2@507	2	1	>65
1	2@509	1	1	51-65
1	2@509	1	2	31-40
1	2@510	2	1	>65
1	2@517	1	NULL	31-40
1	2@517	1	1	51-65
1	2@517	1	1	>65
1	2@517	4	2	51-65
1	2@519	1	1	31-40
1	2@519	2	2	31-40
1	2@519	2	2	41-50
1	2@519	2	2	51-65
1	2@52	1	1	<=30
2	2@52	2	2	31-40
1	2@521	2	2	31-40
1	2@521	2	2	51-65
1	2@524	2	2	>65
1	2@524	3	1	<=30
1	2@524	5	2	31-40
1	2@525	1	2	41-50
1	2@526	2	1	>65
1	2@526	3	2	31-40
1	2@526	5	1	31-40
1	2@528	2	2	41-50
1	2@528	3	1	<=30
1	2@529	1	1	51-65
1	2@529	1	1	<=30
1	2@529	1	1	>65
1	2@529	1	2	>65
1	2@529	2	1	<=30
1	2@529	2	2	41-50
1	2@529	3	1	41-50
1	2@529	3	2	41-50
1	2@529	3	2	<=30
1	2@529	4	2	31-40
1	2@53	1	2	51-65
1	2@530	2	1	>65
1	2@536	1	2	<=30
1	2@54	1	2	51-65
2	2@57	1	1	>65
1	2@58	1	NULL	NULL
1	2@58	1	1	51-65
1	2@58	1	1	>65
1	2@58	1	2	41-50
1	2@58	1	2	51-65
1	2@58	2	NULL	>65
1	2@58	2	2	51-65
1	2@59	1	1	>65
1	2@6	1	1	41-50
1	2@6	2	1	>65
1	2@60	2	2	51-65
1	2@604	3	2	51-65
1	2@606	1	2	>65
1	2@606	2	2	<=30
1	2@606	2	2	>65
1	2@609	1	1	41-50
2	2@609	1	1	>65
1	2@609	1	2	51-65
1	2@61	1	1	>65
1	2@61	1	2	41-50
1	2@61	1	2	51-65
2	2@610	1	1	>65
1	2@611	1	1	<=30
1	2@611	3	1	31-40
1	2@612	1	2	>65
1	2@615	2	2	>65
1	2@617	1	1	>65
1	2@62	2	1	>65
1	2@622	5	1	31-40
1	2@626	1	1	41-50
1	2@63	1	2	>65
1	2@63	3	2	41-50
1	2@65	1	2	31-40
1	2@65	1	2	51-65
1	2@65	2	2	41-50
1	2@67	1	2	41-50
1	2@67	1	2	51-65
1	2@67	2	1	<=30
1	2@67	2	1	>65
1	2@67	2	2	>65
1	2@68	2	2	31-40
1	2@68	3	2	31-40
1	2@69	1	2	51-65
1	2@7	1	1	31-40
1	2@7	1	2	31-40
1	2@70	1	2	31-40
2	2@70	1	2	41-50
1	2@704	1	2	41-50
1	2@707	1	1	>65
1	2@712	1	2	41-50
1	2@712	4	NULL	31-40
1	2@713	2	1	<=30
1	2@714	1	1	<=30
2	2@714	1	1	>65
1	2@714	2	2	41-50
1	2@714	3	2	31-40
1	2@715	2	NULL	>65
1	2@715	2	1	31-40
1	2@715	2	2	>65
1	2@716	3	2	31-40
1	2@716	4	1	<=30
1	2@718	1	2	>65
1	2@718	3	NULL	31-40
1	2@718	6	1	31-40
1	2@719	1	2	41-50
1	2@719	1	2	51-65
1	2@721	1	1	41-50
1	2@721	1	1	51-65
2	2@721	1	1	>65
1	2@721	1	2	51-65
1	2@721	2	NULL	>65
1	2@721	2	1	31-40
1	2@721	2	1	41-50
2	2@721	2	2	<=30
2	2@721	2	2	>65
1	2@723	1	1	41-50
3	2@723	1	1	>65
1	2@723	1	2	31-40
1	2@723	1	2	51-65
4	2@723	1	2	>65
1	2@723	2	2	51-65
3	2@723	2	2	>65
1	2@724	1	1	51-65
1	2@724	1	2	<=30
1	2@724	3	NULL	51-65
1	2@725	2	NULL	51-65
1	2@725	2	2	51-65
1	2@725	2	2	>65
1	2@729	2	2	31-40
1	2@729	4	1	<=30
1	2@731	2	2	51-65
1	2@734	1	2	31-40
1	2@734	2	1	41-50
1	2@734	2	2	51-65
1	2@734	4	2	51-65
1	2@74	1	NULL	51-65
1	2@74	1	1	41-50
1	2@74	1	1	>65
2	2@74	1	2	31-40
2	2@74	1	2	41-50
2	2@74	1	2	51-65
1	2@74	2	1	>65
1	2@74	2	2	<=30
1	2@74	2	2	>65
1	2@75	1	2	51-65
1	2@75	2	NULL	31-40
2	2@76	2	2	31-40
1	2@77	3	1	31-40
1	2@79	2	2	31-40
1	2@80	1	2	>65
1	2@80	2	2	41-50
2	2@80	2	2	51-65
1	2@80	3	2	51-65
1	2@801	1	1	41-50
1	2@801	1	1	51-65
1	2@801	1	2	31-40
1	2@801	1	2	51-65
1	2@808	2	1	<=30
1	2@808	3	1	<=30
1	2@809	2	2	>65
1	2@81	1	NULL	41-50
1	2@81	1	NULL	51-65
1	2@81	1	2	31-40
2	2@81	1	2	51-65
1	2@81	2	2	>65
1	2@810	2	NULL	41-50
1	2@811	2	1	41-50
2	2@83	1	2	51-65
1	2@84	2	2	51-65
1	2@84	2	2	<=30
1	2@86	1	1	41-50
1	2@87	1	1	41-50
1	2@89	2	NULL	31-40
1	2@89	4	1	41-50
1	2@89	5	1	31-40
1	2@90	1	2	31-40
1	2@909	1	NULL	51-65
1	2@909	1	2	31-40
1	2@909	2	NULL	51-65
1	2@909	2	2	>65
1	2@909	3	1	41-50
1	2@910	1	1	31-40
1	2@913	2	1	41-50
1	2@918	2	1	<=30
1	2@92	3	2	31-40
1	2@921	1	2	>65
1	2@922	1	1	<=30
1	2@925	1	1	<=30
1	2@926	1	2	>65
1	2@928	2	2	41-50
1	2@93	1	NULL	51-65
1	2@93	1	1	51-65
1	2@93	1	2	41-50
1	2@98	1	2	31-40
1	4@-10	1	NULL	NULL
2	4@-10	1	1	NULL
1	4@-10	1	2	NULL
1	4@-10	2	NULL	NULL
1	4@-10	5	1	NULL
1	4@1	1	1	31-40
1	4@1	1	1	<=30
1	4@1	1	2	51-65
1	4@1	2	NULL	<=30
1	4@1	2	1	<=30
1	4@1	2	2	51-65
1	4@1	3	1	<=30
1	4@1	4	2	31-40
1	4@10	2	2	<=30
1	4@103	2	1	31-40
1	4@104	2	2	31-40
1	4@105	1	NULL	>65
1	4@105	1	1	>65
1	4@106	1	1	>65
1	4@107	1	1	<=30
1	4@110	1	1	51-65
1	4@111	1	1	51-65
1	4@111	6	2	31-40
1	4@112	1	1	31-40
1	4@112	2	2	31-40
1	4@114	1	1	<=30
1	4@114	2	1	<=30
1	4@114	3	2	31-40
1	4@116	1	2	51-65
1	4@118	1	2	31-40
1	4@118	2	1	51-65
1	4@119	2	NULL	>65
1	4@12	1	1	31-40
2	4@12	2	2	<=30
1	4@12	3	2	31-40
1	4@13	1	1	31-40
1	4@13	1	1	<=30
1	4@13	1	1	>65
2	4@13	1	2	41-50
1	4@13	1	2	51-65
1	4@14	2	1	<=30
1	4@14	2	2	<=30
1	4@17	2	2	<=30
1	4@17	3	2	31-40
1	4@18	1	1	41-50
1	4@18	1	1	<=30
1	4@18	2	2	<=30
1	4@19	1	2	41-50
1	4@19	2	2	41-50
1	4@19	2	2	<=30
1	4@2	1	1	<=30
1	4@2	1	1	>65
1	4@2	1	2	41-50
1	4@2	2	NULL	31-40
1	4@2	2	1	51-65
1	4@2	3	2	<=30
1	4@20	1	NULL	31-40
1	4@202	1	2	>65
1	4@202	2	1	>65
1	4@204	1	1	<=30
1	4@204	1	2	31-40
1	4@204	2	2	31-40
1	4@205	1	1	31-40
1	4@205	1	1	51-65
1	4@205	4	1	41-50
1	4@207	1	1	31-40
1	4@208	1	1	>65
1	4@209	2	1	<=30
1	4@209	3	2	<=30
1	4@21	1	1	<=30
1	4@211	4	1	31-40
1	4@213	1	1	31-40
1	4@213	1	1	<=30
1	4@213	2	2	<=30
1	4@217	1	1	<=30
1	4@218	1	1	31-40
1	4@218	1	2	41-50
1	4@218	2	2	41-50
1	4@218	2	2	51-65
2	4@219	1	2	41-50
1	4@219	3	2	<=30
1	4@219	4	2	31-40
1	4@220	1	1	51-65
1	4@220	1	2	31-40
1	4@220	2	2	41-50
1	4@220	2	2	<=30
1	4@220	3	NULL	<=30
1	4@221	1	1	31-40
1	4@222	1	1	41-50
3	4@222	1	2	<=30
1	4@222	4	2	<=30
1	4@224	3	1	41-50
1	4@226	1	1	51-65
1	4@226	3	NULL	<=30
1	4@227	1	2	31-40
1	4@227	3	2	31-40
1	4@228	1	1	>65
1	4@228	1	2	<=30
1	4@228	3	2	41-50
1	4@229	1	2	31-40
1	4@232	1	1	>65
1	4@232	2	1	51-65
1	4@232	2	1	>65
1	4@232	2	2	<=30
1	4@232	4	2	31-40
1	4@234	2	2	<=30
1	4@236	2	NULL	<=30
1	4@236	2	1	31-40
2	4@236	2	2	<=30
1	4@238	1	1	>65
1	4@24	1	1	41-50
2	4@240	1	1	>65
1	4@244	1	2	>65
1	4@244	2	2	31-40
1	4@247	4	1	31-40
1	4@248	1	1	51-65
1	4@25	1	2	41-50
1	4@253	1	2	31-40
1	4@253	1	2	>65
1	4@253	2	1	NULL
1	4@253	2	2	51-65
2	4@254	1	1	51-65
1	4@254	1	1	>65
2	4@255	1	1	<=30
1	4@255	2	2	<=30
1	4@256	1	1	31-40
1	4@257	4	NULL	<=30
1	4@258	1	1	<=30
1	4@258	2	2	51-65
1	4@258	5	2	41-50
1	4@260	1	2	41-50
1	4@261	1	1	51-65
1	4@261	2	1	<=30
1	4@262	1	1	<=30
2	4@262	3	2	41-50
1	4@264	1	NULL	31-40
1	4@264	1	1	41-50
1	4@264	1	1	<=30
1	4@264	1	2	31-40
1	4@268	2	1	>65
1	4@268	2	2	41-50
1	4@268	3	1	<=30
1	4@271	1	1	>65
1	4@275	1	1	51-65
1	4@276	1	1	>65
1	4@276	2	2	41-50
1	4@277	1	1	>65
1	4@279	1	1	51-65
1	4@279	1	1	<=30
1	4@279	2	1	31-40
1	4@279	3	1	<=30
1	4@28	1	1	31-40
1	4@280	1	NULL	<=30
1	4@281	1	1	41-50
3	4@281	2	1	51-65
2	4@282	1	2	31-40
1	4@282	1	2	41-50
1	4@285	1	1	31-40
1	4@286	2	1	>65
1	4@288	1	2	31-40
1	4@288	1	2	<=30
1	4@288	2	1	<=30
1	4@289	1	1	<=30
1	4@289	2	NULL	<=30
1	4@289	2	2	41-50
2	4@29	1	1	41-50
1	4@290	1	2	41-50
1	4@290	2	1	<=30
1	4@291	3	1	<=30
2	4@292	1	1	41-50
1	4@292	1	1	51-65
1	4@292	1	1	<=30
2	4@292	1	1	>65
1	4@292	1	2	31-40
1	4@292	1	2	<=30
1	4@292	2	1	51-65
1	4@293	1	1	41-50
1	4@293	2	1	41-50
1	4@293	2	2	41-50
1	4@294	2	1	>65
1	4@295	1	2	31-40
1	4@295	1	2	41-50
1	4@295	2	1	51-65
1	4@295	2	2	41-50
1	4@295	2	2	<=30
2	4@295	3	1	<=30
1	4@297	1	1	>65
1	4@297	1	2	41-50
1	4@298	1	2	31-40
1	4@30	5	2	31-40
1	4@300	1	1	<=30
1	4@302	1	1	<=30
1	4@303	1	1	<=30
1	4@303	1	2	41-50
1	4@303	1	2	>65
1	4@303	3	2	<=30
1	4@305	1	1	51-65
1	4@305	2	2	<=30
1	4@305	4	1	31-40
1	4@307	1	1	51-65
1	4@307	1	1	>65
1	4@307	2	2	<=30
1	4@307	4	2	<=30
1	4@308	1	NULL	51-65
1	4@308	1	1	31-40
1	4@308	1	1	51-65
1	4@309	1	NULL	51-65
1	4@309	2	1	41-50
2	4@31	1	1	>65
1	4@311	1	1	<=30
1	4@311	1	2	31-40
1	4@311	2	1	<=30
1	4@311	5	2	41-50
1	4@312	1	1	>65
1	4@317	1	1	31-40
1	4@317	1	1	41-50
1	4@317	1	2	>65
1	4@319	1	1	>65
1	4@319	3	2	<=30
1	4@32	1	1	31-40
1	4@32	1	1	<=30
1	4@32	1	1	>65
1	4@32	1	2	<=30
2	4@321	1	2	51-65
1	4@321	3	2	<=30
1	4@322	1	2	<=30
1	4@322	2	2	51-65
1	4@323	1	1	41-50
1	4@323	1	1	<=30
1	4@323	1	1	>65
1	4@323	1	2	41-50
1	4@323	1	2	51-65
1	4@323	2	2	31-40
1	4@323	2	2	>65
1	4@33	1	1	41-50
1	4@33	1	2	41-50
1	4@33	3	1	31-40
1	4@33	3	2	<=30
1	4@36	1	1	51-65
1	4@36	1	1	<=30
1	4@36	1	2	31-40
2	4@36	2	2	41-50
1	4@36	2	2	<=30
2	4@4	1	1	31-40
2	4@4	1	1	51-65
1	4@4	1	1	<=30
1	4@4	1	1	>65
1	4@4	2	1	41-50
1	4@4	3	1	<=30
2	4@401	1	1	<=30
1	4@402	1	1	41-50
1	4@402	2	1	NULL
1	4@402	2	2	31-40
1	4@402	4	1	<=30
2	4@404	1	1	31-40
1	4@404	2	2	<=30
1	4@405	1	1	NULL
1	4@405	1	1	41-50
1	4@406	2	1	<=30
1	4@407	1	1	31-40
2	4@407	1	1	41-50
1	4@407	1	1	51-65
1	4@408	1	1	41-50
1	4@408	2	2	41-50
1	4@408	2	2	>65
1	4@410	1	1	>65
1	4@410	1	2	51-65
1	4@410	2	1	31-40
1	4@411	2	2	>65
1	4@412	1	1	>65
1	4@412	3	1	<=30
1	4@413	2	1	<=30
1	4@417	1	1	>65
1	4@417	1	2	51-65
1	4@417	2	1	31-40
1	4@417	2	2	>65
1	4@418	1	NULL	51-65
1	4@418	1	1	31-40
1	4@418	1	1	41-50
1	4@418	1	2	31-40
1	4@418	1	2	41-50
1	4@418	1	2	51-65
1	4@418	1	2	>65
1	4@418	2	1	31-40
1	4@418	2	1	41-50
1	4@418	2	1	<=30
1	4@418	2	2	31-40
1	4@418	2	2	41-50
1	4@418	2	2	<=30
2	4@418	3	1	<=30
2	4@418	4	1	31-40
1	4@418	5	2	31-40
1	4@419	1	1	<=30
1	4@419	1	1	>65
1	4@419	1	2	41-50
1	4@419	1	2	51-65
2	4@419	2	1	<=30
1	4@419	2	2	31-40
1	4@419	3	1	31-40
1	4@419	3	2	51-65
1	4@419	5	1	<=30
1	4@42	2	2	51-65
1	4@420	1	1	51-65
2	4@420	1	2	31-40
1	4@420	2	2	<=30
1	4@43	1	1	41-50
1	4@43	1	1	<=30
1	4@43	1	2	<=30
1	4@43	2	1	<=30
1	4@43	2	2	<=30
1	4@43	3	1	<=30
1	4@43	4	2	<=30
2	4@44	1	1	<=30
1	4@44	1	1	>65
1	4@44	1	2	31-40
1	4@44	2	1	41-50
1	4@44	2	2	31-40
1	4@44	3	1	51-65
1	4@45	1	1	<=30
2	4@47	1	1	31-40
2	4@47	1	1	51-65
1	4@47	2	NULL	51-65
1	4@47	2	1	>65
1	4@48	1	1	31-40
1	4@48	1	1	41-50
1	4@49	1	NULL	31-40
1	4@49	1	1	41-50
1	4@49	1	1	<=30
1	4@49	1	2	31-40
3	4@49	2	2	<=30
1	4@50	1	NULL	31-40
1	4@50	1	1	51-65
1	4@501	1	1	<=30
2	4@501	2	2	<=30
1	4@504	1	1	>65
1	4@504	1	2	41-50
1	4@505	1	1	>65
1	4@509	2	1	31-40
1	4@51	1	2	<=30
1	4@51	2	1	<=30
1	4@51	2	2	41-50
1	4@510	1	2	<=30
1	4@513	5	1	31-40
1	4@514	1	NULL	51-65
1	4@514	2	2	<=30
2	4@515	1	1	>65
1	4@516	1	2	51-65
2	4@517	1	1	51-65
1	4@517	1	1	<=30
1	4@517	3	2	41-50
1	4@518	1	1	>65
1	4@518	2	1	<=30
1	4@518	3	1	51-65
1	4@519	1	1	51-65
1	4@519	2	1	51-65
1	4@519	5	2	31-40
1	4@52	1	1	41-50
1	4@524	1	NULL	>65
1	4@524	1	1	51-65
1	4@524	1	1	<=30
1	4@526	1	1	>65
1	4@526	2	2	<=30
1	4@526	3	1	<=30
1	4@528	3	1	31-40
1	4@529	1	1	41-50
1	4@529	1	1	>65
1	4@529	2	NULL	41-50
1	4@529	3	1	31-40
1	4@529	3	1	41-50
1	4@53	1	NULL	<=30
1	4@53	1	1	41-50
6	4@53	1	1	<=30
1	4@53	1	1	>65
2	4@53	1	2	<=30
1	4@53	2	1	41-50
2	4@532	1	1	>65
1	4@54	1	1	>65
1	4@57	1	1	41-50
1	4@57	1	1	51-65
1	4@57	1	2	31-40
1	4@58	1	1	31-40
1	4@58	1	1	41-50
1	4@58	1	1	51-65
1	4@58	1	2	31-40
1	4@58	1	2	41-50
1	4@58	2	NULL	<=30
1	4@58	2	2	51-65
1	4@59	3	2	31-40
1	4@6	2	1	51-65
1	4@6	3	2	<=30
1	4@60	1	2	41-50
1	4@60	1	2	51-65
1	4@60	1	2	>65
1	4@605	2	1	51-65
1	4@606	1	1	41-50
1	4@606	1	1	51-65
1	4@606	2	2	<=30
1	4@607	1	1	41-50
1	4@609	1	NULL	51-65
1	4@609	1	1	>65
1	4@609	1	2	31-40
1	4@609	1	2	41-50
1	4@609	2	1	41-50
1	4@609	3	1	41-50
1	4@61	1	1	>65
1	4@61	1	2	41-50
1	4@61	1	2	<=30
1	4@61	2	2	31-40
1	4@61	4	2	51-65
2	4@610	1	1	>65
1	4@610	1	2	31-40
2	4@610	1	2	>65
